food_code,food_name,food_name_eng,food_name_sci,food_group_code,food_group_name,food_subgroup_code,food_subgroup_name,food_subsubgroup_code,food_subsubgroup_name,source_file,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
20264,"Courgettes, puree","Courgettes, puree",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,,,,,,2.8,2.8,6.5,1.9,2.3,,,,,,,,1.5,,0.6,0.0,0.0,1.3,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,220.0,,,,,,,,,,,,,,,
20268,"Tomato paste, double concentrate, canned","Tomato paste, double concentrate, canned",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,392.0,92.8,392.0,92.8,74.3,3.73,3.73,17.0,0.29,16.5,7.14,,6.56,,0.15,0.15,,3.62,0.0,3.22,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,0.93,,,,,,,,,,,329.0,,,,,,,,,,,,,,,
20271,"Mixed diced vegetables, raw, frozen","Mixed diced vegetables, raw, frozen",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,228.0,54.5,228.0,54.5,86.4,3.48,3.48,6.8,0.28,3.35,0.5,,0.6,,0.15,2.1,,5.45,0.048,0.6,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.045,,,,,,,,,,,12.7,,,,,,,,,,,,,,,
20275,"Sweet pepper, red, canned, drained","Sweet pepper, red, canned, drained",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,,,,,90.3,0.91,0.91,4.42,0.77,3.64,1.99,,1.65,,0.15,0.15,,1.7,,1.77,0.0,0.0,0.089,0.15,0.37,0.0007,0.0007,0.0007,0.0007,0.0007,0.002,0.06,0.027,0.009,0.35,0.022,0.00135,0.0007,0.0007,0.0,1.14,25.0,,0.098,0.63,,12.5,0.12,19.0,156.0,,440.0,0.15,0.0,1530.0,0.0,1.65,5.1,,109.0,0.042,0.03,0.51,0.079,0.23,34.0,0.0
20277,"Asparagus, white, boiled/cooked in water","Asparagus, white, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,78.1,18.6,78.1,18.6,94.9,1.44,1.44,1.63,0.3,1.2,0.8,,0.4,0.1,0.1,0.1,0.175,1.3,0.25,0.32,0.0,0.48,0.1,0.08,0.08,0.005,0.005,0.005,0.005,0.005,0.005,0.08,0.02,0.08,0.08,0.005,0.005,0.005,0.005,,0.013,15.0,31.6,0.09,0.26,10.0,7.1,0.07,29.0,120.0,10.0,5.0,0.3,,19.1,,0.39,0.4,,5.16,0.04,0.018,0.15,0.1,0.029,66.8,
20278,"Celeriac, puree","Celeriac, puree",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,,,,,91.4,1.37,1.37,2.83,0.18,2.11,0.15,,0.8,,0.15,1.31,,4.01,,1.08,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,0.13,50.0,,,0.5,,,,,,,54.5,,,,,,,,8.3,,,,,,,
20284,"Green peas, puree","Green peas, puree",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,,,,,,4.8,4.8,8.0,2.8,3.0,,,,,,,,4.8,,0.74,0.0,0.0,1.7,,,,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,
20285,"Spinach, puree","Spinach, puree",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,,,,,,3.7,3.7,5.2,2.2,1.2,,,,,,,,2.2,,0.72,0.0,0.0,1.2,,,,,,,,,,,,,,,,,,0.72,,,,,,,,,,,289.0,,,,,,,,,,,,,,94.0,
20289,"Tomato, roasted/baked, with skin","Tomato, roasted/baked, with skin",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,130.0,31.1,130.0,31.1,92.0,0.88,0.88,4.13,0.6,3.7,2.04,,1.66,0.1,0.1,0.1,0.175,2.2,0.25,0.88,0.0,0.57,0.14,0.11,0.26,0.005,0.005,0.005,0.005,0.005,0.005,0.11,0.03,0.11,0.21,0.03,0.005,0.005,0.02,,0.0065,10.0,58.2,0.05,0.25,10.0,13.0,0.23,30.0,300.0,10.0,2.5,0.15,,359.0,0.125,0.98,1.61,,14.5,0.0075,0.005,0.45,0.14,0.1,30.0,
20290,"Romanesco cauliflower or romanesco broccoli, cooked","Romanesco cauliflower or romanesco broccoli, cooked",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,149.0,35.8,149.0,35.8,91.5,3.0,3.0,2.03,0.8,1.6,0.7,,0.7,0.1,0.2,0.1,0.175,4.3,0.25,0.74,0.0,0.088,0.27,0.18,0.26,0.005,0.005,0.005,0.005,0.005,0.02,0.19,0.06,0.15,0.08,0.18,0.005,0.005,0.005,,0.0065,32.0,10.0,0.05,0.53,10.0,13.0,0.19,55.0,260.0,10.0,2.5,0.32,,81.1,0.125,0.74,12.4,,15.1,0.025,0.046,0.23,0.59,0.13,49.1,
20291,"Red kuri squash, pulp, braised","Red kuri squash, pulp, braised",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,188.0,44.8,188.0,44.8,87.3,1.31,1.31,7.05,0.5,4.5,1.3,,1.6,0.1,0.1,1.6,2.3,3.3,0.25,0.94,0.0,0.2,0.14,0.21,0.12,0.005,0.005,0.005,0.005,0.005,0.005,0.1,0.04,0.21,0.07,0.05,0.005,0.005,0.005,,0.0065,18.0,67.5,0.08,0.24,10.0,10.0,0.05,33.0,430.0,10.0,2.5,0.27,,1000.0,0.125,1.25,1.56,,10.9,0.0075,0.005,0.6,0.27,0.15,24.7,
20292,"Pumpkin (cucurbita moschata), pulp, cooked","Pumpkin (cucurbita moschata), pulp, cooked",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,129.0,30.7,129.0,30.7,90.9,1.06,1.06,5.24,0.25,4.0,0.8,,0.6,0.1,0.1,2.6,0.4,1.8,0.25,0.73,0.0,0.018,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,17.0,56.3,0.05,0.15,10.0,7.4,0.04,17.0,340.0,10.0,2.5,0.13,,1150.0,0.125,0.94,0.4,,2.28,0.02,0.005,0.5,0.23,0.064,30.5,
20298,"Carrots, puree with cream","Carrots, puree with cream",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,185.0,44.4,185.0,44.4,89.6,1.44,1.44,4.57,1.6,4.39,0.43,0.05,0.39,0.45,0.05,3.12,0.175,3.0,0.0,0.93,0.0,0.0048,0.99,0.34,0.14,0.05,0.03,0.02,0.04,0.05,0.16,0.49,0.13,0.29,0.13,0.01,0.005,0.005,0.005,5.54,0.53,30.0,324.0,0.04,0.19,10.0,6.4,0.08,21.0,190.0,10.0,212.0,0.18,10.5,7330.0,,1.0,5.76,,0.25,0.024,0.013,0.24,0.31,0.051,11.7,
20299,"Asparagus, green, boiled/cooked in water","Asparagus, green, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,112.0,26.6,112.0,26.6,92.7,2.69,2.69,1.73,0.3,1.3,0.8,,0.3,0.1,0.1,0.2,0.175,2.2,0.25,0.63,0.0,0.73,0.07,0.005,0.19,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.005,0.005,0.13,0.06,0.005,0.005,0.005,,0.0065,21.0,54.4,0.11,0.64,10.0,10.0,0.13,49.0,220.0,10.0,2.5,0.49,,438.0,,1.5,12.5,,4.73,0.067,0.056,0.7,0.24,0.046,69.9,
20300,"Eggplant, pulp and skin, roasted/baked","Eggplant, pulp and skin, roasted/baked",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,143.0,33.8,143.0,33.8,91.0,1.31,1.31,3.83,0.15,3.4,1.4,0.1,1.8,0.1,0.1,0.2,0.175,1.9,0.25,0.65,0.0,2.82,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,13.0,55.9,0.08,0.59,10.0,20.0,0.15,31.0,310.0,10.0,2.5,0.14,,60.2,,0.04,0.4,,0.25,0.0075,0.005,0.42,0.52,0.053,2.5,
20301,"Swiss chard, leaf and stalk, boiled/cooked in water","Swiss chard, leaf and stalk, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,70.0,16.9,70.0,16.9,95.2,0.88,0.88,1.43,0.3,1.0,0.3,,0.7,0.1,0.1,0.1,0.175,2.5,0.25,0.69,0.0,0.12,0.1,0.07,0.1,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.03,0.07,0.04,0.06,0.005,0.005,0.005,,0.19,60.0,79.6,0.04,0.52,10.0,10.0,0.34,18.0,160.0,10.0,77.0,0.11,,1260.0,,0.04,8.29,,0.25,0.0075,0.005,0.05,0.1,0.098,18.3,
20302,"Broccoli, boiled/cooked in water, crunchy","Broccoli, boiled/cooked in water, crunchy",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,98.1,23.5,98.1,23.5,92.9,2.5,2.5,1.23,0.4,0.8,0.4,0.1,0.4,0.1,0.1,0.1,0.175,2.6,0.25,1.04,0.0,0.071,0.1,0.07,0.2,0.005,0.005,0.005,0.005,0.005,0.005,0.08,0.02,0.06,0.06,0.14,0.005,0.005,0.005,,0.043,42.0,10.0,0.11,0.41,10.0,12.0,0.18,44.0,110.0,10.0,17.0,0.23,,663.0,,2.42,23.3,,22.7,0.0075,0.005,0.05,0.27,0.06,67.1,
20303,"Broccoli, boiled/cooked in water, tender","Broccoli, boiled/cooked in water, tender",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,96.1,23.1,96.1,23.1,93.8,2.19,2.19,1.03,0.5,0.6,0.3,0.1,0.3,0.1,0.1,0.1,0.175,3.0,0.25,0.41,0.0,0.053,0.14,0.13,0.18,0.005,0.005,0.005,0.005,0.005,0.005,0.1,0.04,0.12,0.06,0.12,0.005,0.005,0.005,,0.033,43.0,10.0,0.15,0.33,10.0,11.0,0.17,39.0,90.0,10.0,13.0,0.18,,576.0,,1.69,49.6,,18.1,0.0075,0.005,0.05,0.25,0.048,24.7,
20304,"Broccoli, steamed","Broccoli, steamed",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,158.0,37.6,158.0,37.6,89.4,4.13,4.13,2.53,0.7,1.5,0.8,0.1,0.7,0.1,0.1,0.1,0.175,2.2,0.25,0.81,0.0,0.24,0.25,0.2,0.19,0.005,0.005,0.005,0.005,0.005,0.02,0.16,0.07,0.18,0.07,0.12,0.005,0.005,0.005,,0.04,36.0,10.0,0.04,0.58,10.0,23.0,0.28,72.0,340.0,10.0,16.0,0.53,,567.0,,2.28,23.2,,20.7,0.059,0.11,0.81,0.77,0.16,81.7,
20305,"Carrot, boiled/cooked in water, crunchy","Carrot, boiled/cooked in water, crunchy",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,150.0,35.7,150.0,35.7,89.2,0.75,0.75,6.33,0.15,5.9,0.7,0.1,0.8,0.1,0.1,4.4,0.175,3.2,0.25,0.47,0.0,0.029,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.11,27.0,55.1,0.07,0.19,10.0,8.0,0.17,16.0,170.0,10.0,45.0,0.22,,8470.0,,0.8,2.36,,1.71,0.016,0.005,0.31,0.2,0.047,19.3,
20306,"Carrot, boiled/cooked in water, tender","Carrot, boiled/cooked in water, tender",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,132.0,31.6,132.0,31.6,90.1,0.25,0.25,5.73,0.15,5.1,0.6,0.1,0.7,0.1,0.1,3.8,0.175,3.3,0.25,0.44,0.0,0.028,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.12,28.0,49.3,0.09,0.19,10.0,9.4,0.14,17.0,140.0,10.0,46.0,0.22,,8700.0,,0.78,2.76,,0.52,0.0075,0.005,0.35,0.2,0.051,17.7,
20307,"Carrot, steamed","Carrot, steamed",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,175.0,41.6,175.0,41.6,87.7,0.63,0.63,7.33,0.3,6.9,0.8,0.1,0.9,0.1,0.1,5.2,0.175,3.7,0.25,0.63,0.0,0.043,0.07,0.06,0.14,0.005,0.005,0.005,0.005,0.005,0.005,0.05,0.02,0.06,0.13,0.01,0.005,0.005,0.005,,0.11,26.0,76.1,0.04,0.22,10.0,10.0,0.18,19.0,240.0,10.0,45.0,0.21,,8930.0,,0.84,2.39,,1.28,0.018,0.005,0.41,0.26,0.066,21.3,
20308,"White cabbage, boiled/cooked in water","White cabbage, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,98.1,23.5,98.1,23.5,92.9,1.0,1.0,3.23,0.15,2.8,1.0,0.1,1.4,0.1,0.1,0.4,0.175,2.7,0.25,0.37,0.0,0.071,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.018,42.0,23.2,0.07,0.19,10.0,6.4,0.08,19.0,120.0,10.0,7.0,0.07,,2.5,,0.64,13.0,,13.3,0.0075,0.005,0.18,0.059,0.048,9.55,
20309,"Brussels sprout, boiled/cooked in water","Brussels sprout, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,190.0,45.4,190.0,45.4,85.5,3.19,3.19,5.4,0.15,4.1,0.6,0.1,0.8,0.1,0.3,2.4,1.0,4.8,0.25,0.8,0.0,0.16,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.023,35.0,28.8,0.13,0.51,10.0,19.0,0.2,62.0,410.0,10.0,9.0,0.31,,216.0,,0.44,61.8,,55.4,0.067,0.058,0.48,0.33,0.11,49.3,
20310,"Red cabbage, braised","Red cabbage, braised",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,146.0,34.9,146.0,34.9,89.1,1.19,1.19,5.7,0.15,4.5,1.6,0.1,2.2,0.1,0.1,0.7,0.175,3.0,0.25,0.74,0.0,0.12,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.033,44.0,34.8,0.02,0.29,10.0,13.0,0.16,26.0,250.0,10.0,13.0,0.15,,11.9,,0.04,0.84,,26.2,0.047,0.03,0.29,0.32,0.11,45.1,
20311,"Green cabbage, boiled/cooked in water","Green cabbage, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,90.0,21.6,90.0,21.6,92.7,1.63,1.63,1.83,0.15,1.4,0.5,0.1,0.7,0.1,0.1,0.2,0.175,3.3,0.25,0.37,0.0,0.088,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.013,48.0,10.0,0.11,0.34,10.0,7.3,0.11,29.0,130.0,10.0,5.0,0.13,,130.0,,0.04,9.77,,12.0,0.02,0.005,0.05,0.078,0.052,12.4,
20312,"Cauliflower, steamed","Cauliflower, steamed",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,127.0,30.1,127.0,30.1,91.1,2.56,2.56,3.41,0.3,2.4,0.8,0.1,0.9,0.1,0.1,0.7,0.175,1.8,0.25,0.71,0.0,0.12,0.09,0.07,0.11,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.02,0.05,0.02,0.09,0.005,0.005,0.005,,0.013,26.0,10.0,0.03,0.38,10.0,12.0,0.16,46.0,300.0,10.0,5.0,0.28,,5.61,,0.04,8.13,,21.4,0.034,0.056,0.44,0.94,0.13,54.3,
20313,"Courgette or zucchini, pulp and peel, roasted/baked","Courgette or zucchini, pulp and peel, roasted/baked",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,96.6,23.0,96.6,23.0,93.1,1.5,1.5,3.13,0.15,2.7,1.5,,1.2,0.1,0.1,0.1,0.175,1.7,0.25,0.9,0.0,0.043,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,24.0,41.8,0.07,0.4,10.0,23.0,0.14,41.0,300.0,10.0,2.5,0.27,,415.0,,0.13,2.92,,0.25,0.02,0.035,0.64,0.2,0.038,16.4,
20314,"Celery stalk, braised","Celery stalk, braised",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,70.0,16.7,70.0,16.7,94.3,0.75,0.75,2.48,0.15,1.7,0.7,0.1,0.8,0.1,0.1,0.2,0.175,1.5,0.6,0.96,0.0,0.14,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.35,31.0,170.0,0.04,0.12,10.0,8.3,0.07,24.0,340.0,10.0,138.0,0.08,,47.8,,1.58,1.26,,0.25,0.0075,0.019,0.21,0.27,0.034,7.98,
20315,"Celeriac, boiled/cooked in water","Celeriac, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,110.0,26.2,110.0,26.2,91.0,0.94,0.94,4.32,0.3,1.2,0.1,0.1,0.1,0.1,0.1,1.2,0.175,2.6,1.8,0.78,0.0,0.06,0.09,0.05,0.11,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.02,0.05,0.1,0.01,0.005,0.005,0.005,,0.093,41.0,40.1,0.11,0.27,10.0,10.0,0.16,38.0,300.0,10.0,37.0,0.17,,7.35,,1.13,0.4,,0.87,0.019,0.02,0.36,0.28,0.074,84.5,
20316,"Chicory, roasted/baked","Chicory, roasted/baked",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,99.5,23.5,99.5,23.5,93.7,1.13,1.13,4.38,0.15,3.2,1.0,0.1,2.2,0.1,0.1,0.1,0.175,0.25,0.25,0.39,0.0,0.0048,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,27.0,44.7,0.07,0.23,10.0,10.0,0.09,27.0,180.0,10.0,2.5,0.18,,16.5,,0.04,2.09,,0.25,0.032,0.005,0.21,0.11,0.028,5.89,
20317,"Fennel, braised","Fennel, braised",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,57.1,13.7,57.1,13.7,95.1,0.25,0.25,1.94,0.15,1.3,0.5,,0.8,0.1,0.1,0.1,0.175,1.8,0.25,0.63,0.0,0.13,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.028,37.0,42.8,0.04,0.12,10.0,6.7,0.07,16.0,210.0,10.0,11.0,0.08,,12.0,,0.04,0.4,,0.25,0.0075,0.005,0.12,0.11,0.019,16.8,
20318,"Butter bean or yellow bean, boiled/cooked in water","Butter bean or yellow bean, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,145.0,34.6,145.0,34.6,89.6,2.19,2.19,4.45,0.3,2.2,1.2,,0.7,0.1,0.1,0.3,0.4,2.7,0.25,0.66,0.0,0.098,0.09,0.04,0.14,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.02,0.04,0.07,0.07,0.005,0.005,0.005,,0.0065,56.0,20.1,0.13,0.99,10.0,26.0,0.35,43.0,210.0,10.0,2.5,0.34,,74.7,,0.31,3.88,,7.57,0.04,0.053,0.36,0.12,0.005,39.7,
20320,"French bean, boiled/cooked in water","French bean, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,117.0,28.0,117.0,28.0,90.8,1.75,1.75,3.39,0.15,2.5,1.1,,0.9,0.1,0.1,0.5,0.175,3.2,0.25,0.68,0.0,0.033,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,51.0,30.0,0.07,0.54,10.0,26.0,0.19,38.0,260.0,10.0,2.5,0.22,,407.0,,0.1,5.16,,1.16,0.031,0.038,0.28,0.12,0.031,49.5,
20321,"Turnip, boiled/cooked in water","Turnip, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,88.3,21.1,88.3,21.1,94.2,0.75,0.75,3.23,0.15,2.8,1.2,0.1,1.6,0.1,0.1,0.1,0.175,2.1,0.25,0.28,0.0,0.013,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.025,32.0,10.0,0.06,0.08,10.0,5.8,0.04,20.0,170.0,10.0,10.0,0.06,,2.5,,0.04,0.4,,7.25,0.0075,0.005,0.26,0.097,0.029,17.1,
20322,"Onion, white or yellow, sautéed/pan-fried, without fat","Onion, white or yellow, sautéed/pan-fried, without fat",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,169.0,40.2,169.0,40.2,88.1,1.56,1.56,6.73,0.15,5.0,1.5,0.1,2.0,0.1,0.1,1.5,0.175,2.8,0.25,0.5,0.0,0.16,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,32.0,24.5,0.08,0.24,10.0,9.3,0.13,35.0,270.0,10.0,2.5,0.21,,2.5,,0.11,0.4,,2.31,0.04,0.022,0.17,0.24,0.066,6.75,
20323,"Spring onion, sautéed/pan-fried, without fat","Spring onion, sautéed/pan-fried, without fat",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,115.0,27.6,115.0,27.6,91.2,1.13,1.13,3.56,0.3,2.8,1.6,,0.9,0.1,0.1,0.3,0.175,3.1,0.25,0.59,0.0,0.13,0.09,0.07,0.1,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.02,0.07,0.08,0.02,0.005,0.005,0.005,,0.0065,55.0,28.6,0.03,0.85,10.0,11.0,0.36,26.0,260.0,10.0,2.5,0.21,,137.0,,0.04,4.03,,7.38,0.0075,0.005,0.41,0.14,0.074,40.5,
20324,"Onion, red, sautéed/pan-fried, without fat","Onion, red, sautéed/pan-fried, without fat",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,179.0,42.4,179.0,42.4,87.9,1.69,1.69,7.55,0.15,6.7,2.1,,2.5,0.1,0.1,2.1,0.175,2.1,0.25,0.51,0.0,0.1,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.0065,26.0,22.1,0.07,0.26,10.0,10.0,0.15,33.0,220.0,10.0,2.5,0.26,,2.5,,0.04,0.4,,5.68,0.031,0.005,0.15,0.19,0.062,33.3,
20325,"Parsnip, braised","Parsnip, braised",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,383.0,90.8,383.0,90.8,73.6,1.94,1.94,16.6,0.5,6.2,0.1,0.1,0.1,0.1,0.1,6.2,5.0,5.6,0.25,1.31,0.0,0.45,0.13,0.09,0.23,0.005,0.005,0.005,0.005,0.005,0.005,0.1,0.03,0.09,0.22,0.01,0.005,0.005,0.005,,0.018,44.0,95.5,0.14,0.37,10.0,25.0,0.16,74.0,510.0,10.0,7.0,0.35,,2.5,,1.83,0.4,,7.92,0.089,0.056,1.53,0.41,0.079,80.1,
20326,"Garden peas, boiled/cooked in water","Garden peas, boiled/cooked in water",,2,"fruits, vegetables, legumes and nuts",201,vegetables,20102,"vegetables, cooked",ciqual_2020.csv,338.0,80.3,338.0,80.3,77.4,6.38,6.38,9.93,0.6,1.6,0.1,,0.1,0.1,0.1,1.6,5.0,4.8,0.25,0.73,0.0,0.16,0.15,0.12,0.27,0.005,0.005,0.005,0.005,0.005,0.01,0.11,0.03,0.12,0.23,0.04,0.005,0.005,0.005,,0.023,38.0,10.0,0.14,1.2,10.0,29.0,0.29,100.0,190.0,10.0,9.0,0.72,,316.0,,0.04,9.9,,11.4,0.14,0.005,1.4,0.24,0.044,38.2,
