food_code,food_name,food_name_eng,food_name_sci,food_group_code,food_group_name,food_subgroup_code,food_subgroup_name,food_subsubgroup_code,food_subsubgroup_name,source_file,"Energy, Regulation EU No 1169/2011 (kJ/100g)","Energy, Regulation EU No 1169/2011 (kcal/100g)","Energy, N x Jones' factor, with fibres (kJ/100g)","Energy, N x Jones' factor, with fibres (kcal/100g)",Water (g/100g),Protein (g/100g),"Protein, crude, N x 6.25 (g/100g)",Carbohydrate (g/100g),Fat (g/100g),Sugars (g/100g),fructose (g/100g),galactose (g/100g),glucose (g/100g),lactose (g/100g),maltose (g/100g),sucrose (g/100g),Starch (g/100g),Fibres (g/100g),Polyols (g/100g),Ash (g/100g),Alcohol (g/100g),Organic acids (g/100g),FA saturated (g/100g),FA mono (g/100g),FA poly (g/100g),FA 4:0 (g/100g),FA 6:0 (g/100g),FA 8:0 (g/100g),FA 10:0 (g/100g),FA 12:0 (g/100g),FA 14:0 (g/100g),FA 16:0 (g/100g),FA 18:0 (g/100g),FA 18:1 n-9 cis (g/100g),"FA 18:2 9c,12c (n-6) (g/100g)","FA 18:3 c9,c12,c15 (n-3) (g/100g)","FA 20:4 5c,8c,11c,14c (n-6) (g/100g)","FA 20:5 5c,8c,11c,14c,17c (n-3) EPA (g/100g)","FA 22:6 4c,7c,10c,13c,16c,19c (n-3) DHA (g/100g)",Cholesterol (mg/100g),Salt (g/100g),Calcium (mg/100g),Chloride (mg/100g),Copper (mg/100g),Iron (mg/100g),Iodine (µg/100g),Magnesium (mg/100g),Manganese (mg/100g),Phosphorus (mg/100g),Potassium (mg/100g),Selenium (µg/100g),Sodium (mg/100g),Zinc (mg/100g),Retinol (µg/100g),Beta-carotene (µg/100g),Vitamin D (µg/100g),Vitamin E (mg/100g),Vitamin K1 (µg/100g),Vitamin K2 (µg/100g),Vitamin C (mg/100g),Vitamin B1 or Thiamin (mg/100g),Vitamin B2 or Riboflavin (mg/100g),Vitamin B3 or Niacin (mg/100g),Vitamin B5 or Pantothenic acid (mg/100g),Vitamin B6 (mg/100g),Vitamin B9 or Folate (µg/100g),Vitamin B12 (µg/100g)
31069,"Dark chocolate bar, with fruits (orange, raspberries, pear)","Dark chocolate bar, with fruits (orange, raspberries, pear)",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,1.2,6.8,6.8,45.3,34.4,35.7,,,3.76,,0.99,30.9,,10.3,,1.97,0.0,0.0,22.5,8.87,1.52,0.023,0.016,0.016,0.02,0.038,0.11,7.76,10.3,8.87,1.45,0.077,0.009,0.009,0.0055,2.4,0.078,76.0,,,4.0,,102.0,,,,,31.3,,,,,,,,0.5,,,,,,,
31070,"Dark chocolate bar, with dried fruits (nuts, almonds, raisin, praline)","Dark chocolate bar, with dried fruits (nuts, almonds, raisin, praline)",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,2360.0,567.0,2360.0,567.0,0.9,8.69,8.69,40.7,39.0,38.2,0.21,0.05,0.1,0.21,0.1,37.6,2.3,8.4,0.0,1.69,0.0,0.66,17.5,15.8,2.07,0.07,0.04,0.04,0.06,0.08,0.27,7.56,8.94,15.5,2.0,0.07,0.005,0.005,0.005,0.88,0.03,64.0,21.8,1.1,8.7,,140.0,1.8,230.0,510.0,10.0,12.0,2.0,0.0,18.7,1.09,4.97,4.93,,0.25,0.087,0.052,0.41,0.57,0.05,41.7,0.0
31071,Chocolate bar with dried fruits,Chocolate bar with dried fruits,,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,2060.0,494.0,2060.0,494.0,4.42,7.23,7.23,57.6,26.0,45.1,1.37,,6.35,6.77,3.88,26.7,10.9,1.53,1.69,1.3,0.0,0.0,9.53,9.88,1.94,,,,0.12,0.16,0.47,5.2,3.58,5.76,0.92,0.057,0.0037,0.0,0.0,5.55,0.38,122.0,,0.4,1.3,4.96,13.6,,198.0,47.3,2.8,151.0,0.64,1.0,,0.03,4.34,,,0.0,0.036,0.19,0.084,0.47,0.035,0.11,0.3
31072,"Dark chocolate, filled with mint confectionery","Dark chocolate, filled with mint confectionery",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,6.2,2.9,2.9,70.5,16.0,69.0,9.0,,10.1,0.1,1.2,48.7,,4.0,,0.55,0.0,0.0,11.0,2.11,2.14,0.012,0.01,0.01,0.02,0.03,0.09,3.22,4.26,2.11,0.39,0.02,0.005,0.005,0.005,3.22,0.0,14.0,1.8,0.4,3.0,10.0,48.0,0.43,70.0,150.0,10.0,0.0,0.7,10.5,17.8,,0.33,0.4,,0.25,0.042,0.03,1.46,0.16,0.032,13.9,0.14
31073,"Chocolate snack bar, dairy filling","Chocolate snack bar, dairy filling",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,20.5,6.81,6.81,41.0,28.5,32.8,1.31,0.05,2.88,5.91,0.18,22.5,,1.6,,1.29,0.0,0.28,17.0,8.95,1.2,0.11,0.07,0.15,0.15,0.13,0.5,10.3,5.25,8.62,1.15,0.05,0.005,0.005,0.005,,0.17,323.0,,,,,45.0,,270.0,,,68.0,,,,,,,,,,,,,,,
31074,"Dark chocolate bar, more than 70% cocoa","Dark chocolate bar, more than 70% cocoa",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,2450.0,591.0,2450.0,591.0,0.9,10.4,10.4,26.9,46.3,17.9,0.1,,0.1,0.1,0.1,17.9,4.4,12.8,0.25,2.74,0.0,0.0,28.7,14.0,1.46,0.005,0.005,0.02,0.005,0.02,0.11,12.0,15.8,13.7,1.33,0.09,0.005,0.005,0.04,6.07,0.02,62.0,10.0,1.6,11.0,10.0,200.0,1.7,280.0,750.0,10.0,8.0,3.0,10.5,2.5,2.16,0.67,7.39,,0.25,0.13,0.11,0.49,0.44,0.005,52.0,0.35
31079,"Milk chocolate, filled","Milk chocolate, filled",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,,4.8,4.8,45.5,45.0,44.5,,,,,,,,2.3,,0.25,0.0,0.0,32.5,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,100.0,,,,,,,,,,,,,,,
31080,"Dark chocolate bar, filled with praline","Dark chocolate bar, filled with praline",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,0.5,6.38,6.38,52.4,34.8,48.8,0.1,,0.2,1.1,0.1,45.5,1.5,5.07,,1.34,0.0,0.0,16.9,14.3,2.06,0.1,0.067,0.033,0.067,0.13,0.3,7.52,8.22,13.8,2.0,0.067,0.0085,0.0085,0.0085,7.92,0.039,70.0,29.6,0.84,6.1,10.0,110.0,1.4,180.0,400.0,25.0,13.7,1.7,10.5,26.8,0.25,4.21,2.25,,0.25,0.11,0.08,0.76,0.85,0.05,32.2,0.32
31084,"Milk chocolate bar, filled with praline","Milk chocolate bar, filled with praline",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,0.6,7.29,7.29,52.9,34.9,49.9,0.1,,0.19,6.55,0.1,43.2,0.9,2.51,,1.65,0.0,0.0,16.4,11.6,2.01,0.12,0.09,0.21,0.24,1.62,0.93,6.59,6.56,11.2,1.92,0.062,0.0075,0.0075,0.0075,14.3,0.2,150.0,151.0,0.42,3.2,10.0,70.0,0.83,210.0,420.0,25.0,81.3,1.2,37.7,31.2,0.25,3.18,3.03,,0.25,0.094,0.28,0.33,0.57,0.041,14.7,0.99
31085,"Dark chocolate bar, more than 40% cocoa, for cooking","Dark chocolate bar, more than 40% cocoa, for cooking",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,0.9,6.39,6.39,51.4,33.1,41.6,,,0.11,,0.1,41.5,0.0,8.76,,1.99,0.0,0.0,22.0,9.92,1.02,0.09,0.054,0.044,0.073,0.1,0.32,7.87,10.2,9.57,0.93,0.069,,,0.005,1.73,0.015,46.0,,,4.35,,130.0,,186.0,300.0,,5.36,1.3,0.0,54.0,0.0,1.44,,,0.28,0.07,0.07,0.6,,0.03,12.0,
31091,"Chocolate confectionery, filled with wafer","Chocolate confectionery, filled with wafer",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,,6.5,6.5,55.1,29.4,42.9,,,,,,,,4.92,,0.36,0.0,0.0,17.8,,,,,,,,,,,,,,,,,2.81,0.32,40.0,,,3.6,,,,,,,128.0,,,,,,,,0.5,,,,,,,
31098,Toblerone milk cholcolate bar w nougat,Toblerone milk cholcolate bar w nougat,,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,2220.0,532.0,2220.0,532.0,0.6,5.8,5.8,60.5,29.0,60.1,1.95,,1.75,5.84,0.1,50.6,0.39,2.9,0.25,1.33,0.0,0.0,17.4,8.89,1.1,0.22,0.14,0.09,0.19,0.24,0.76,7.38,7.93,8.51,1.01,0.09,0.005,0.005,0.005,25.3,0.11,150.0,110.0,0.28,2.3,10.0,50.0,0.36,160.0,260.0,10.0,45.3,0.97,55.6,31.5,0.125,0.84,3.32,,0.25,0.073,0.21,0.11,0.71,0.07,19.2,0.37
31099,"Chocolate snack bar, dairy filling with sponge cake","Chocolate snack bar, dairy filling with sponge cake",,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,,,,,10.5,6.68,6.68,39.0,34.2,33.3,0.6,,1.5,4.5,0.1,26.7,5.5,4.3,,1.47,0.0,0.0,19.7,10.9,1.89,0.16,0.11,0.098,0.11,0.17,0.48,11.1,6.64,10.7,1.63,0.16,0.016,,,22.9,0.13,174.0,,0.3,0.9,10.0,47.3,0.3,157.0,296.0,2.5,50.3,1.15,30.5,23.0,0.53,2.45,,,0.25,0.07,0.28,0.37,0.63,0.28,26.9,0.39
31120,Chocolate bar,Chocolate bar,,7,sugar and confectionery,702,chocolate and chocolate products,0,-,ciqual_2020.csv,2320.0,557.0,2320.0,557.0,0.86,7.81,7.81,45.3,36.1,39.5,0.15,,0.66,5.47,0.21,34.6,3.17,7.39,1.16,1.98,0.0,0.21,22.3,10.9,1.31,0.083,0.053,0.057,0.078,0.18,0.35,8.66,10.7,10.5,1.19,0.077,0.0057,0.0057,0.013,11.5,0.11,130.0,124.0,0.81,5.89,21.4,109.0,0.94,238.0,562.0,10.6,44.9,1.81,23.7,23.4,1.27,0.96,5.16,,0.75,0.1,0.19,0.37,0.78,0.068,29.1,0.38
31003,"Candies, all types","Candies, all types",,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,4.85,1.75,1.75,86.5,6.32,64.4,1.35,,5.63,0.05,9.93,44.9,0.0,0.63,,0.42,0.0,,3.79,0.63,0.099,0.00125,0.027,0.31,0.25,1.75,0.65,0.37,0.43,0.0,0.025,0.0083,0.00125,0.00125,0.00125,0.0,0.15,26.5,,0.06,0.69,12.0,19.6,0.066,15.0,68.4,5.0,61.5,0.13,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31007,"Chewing gum, with sugar","Chewing gum, with sugar",,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,1580.0,372.0,1580.0,372.0,3.0,0.25,0.25,90.6,0.32,68.1,0.13,0.05,4.88,0.05,1.61,61.5,0.0,2.4,0.0,3.1,0.0,0.29,0.042,0.079,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.036,0.005,,,,,0.0,0.0,0.0,0.0065,18.0,,0.16,9.5,0.2,340.0,0.09,4.6,3.5,10.0,2.5,0.06,0.0,2.5,0.125,1.0,0.4,,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31014,Fruit jelly,Fruit jelly,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,1420.0,336.0,1420.0,336.0,15.0,1.69,1.69,76.6,1.8,69.2,9.53,0.05,11.0,0.05,7.65,41.0,0.4,3.9,1.4,0.56,0.0,0.49,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.078,25.0,20.8,0.1,0.58,10.0,18.0,0.34,44.0,170.0,10.0,31.0,0.38,0.0,2.5,0.125,3.72,1.84,,5.13,0.15,0.3,3.69,0.15,0.34,12.0,0.0
31021,Candied orange zest,Candied orange zest,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,16.0,0.2,0.2,82.7,0.2,82.7,,,,,,,0.0,1.1,,0.16,0.0,0.0,0.02,0.04,0.04,,,,,,,,,,,,,,,0.0,0.068,65.0,,,1.5,,,,5.0,24.0,,27.0,0.1,0.0,120.0,0.0,0.0,,,3.0,0.07,0.05,0.2,,0.0,0.0,
31023,Iced chestnut,Iced chestnut,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,1370.0,324.0,1370.0,324.0,18.2,0.94,0.94,79.5,0.25,56.6,2.99,,7.59,0.1,8.49,37.5,13.2,0.9,1.5,0.125,0.0,0.06,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,0.08,8.1,44.8,0.08,0.28,10.0,5.7,0.72,17.0,54.0,10.0,32.0,0.14,,2.5,0.125,0.17,0.4,,0.25,0.0075,0.005,0.05,0.1,0.012,33.2,
31027,Candied fruits,Candied fruits,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,1270.0,298.0,1270.0,298.0,23.5,0.25,0.25,72.3,0.15,62.9,18.2,0.05,24.6,0.05,11.9,8.22,0.0,3.3,0.0,0.41,0.0,0.12,0.0,0.0,0.0,,,,,,,,,,,,,,,0.0,0.14,71.0,65.9,0.04,0.27,,4.7,0.03,5.8,40.0,10.0,56.0,0.025,0.0,5.83,0.125,0.41,0.4,,0.25,0.0075,0.005,0.05,0.0076,0.005,2.5,
31033,Nougat,Nougat,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,1.0,7.88,7.88,62.5,25.2,58.0,,,,,,,0.0,0.7,,1.7,0.0,0.0,1.61,17.6,4.84,,,,,,,,,,,,,,,0.0,0.0025,173.0,,0.31,1.4,,54.0,0.61,265.0,377.0,,1.0,1.23,0.0,0.0,0.0,12.4,,,0.0,0.16,0.25,1.2,,0.08,26.0,
31036,Sugar-coated almond,Sugar-coated almond,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,2.5,5.0,5.0,73.9,17.2,71.9,,,,,,,0.0,0.0,,1.4,0.0,0.0,1.39,11.9,3.28,,,,,,,,,,,,,,,0.0,0.17,91.0,,0.37,3.3,,48.0,0.35,165.0,244.0,,67.0,0.93,0.0,0.0,0.0,7.77,,,0.0,0.1,0.14,0.7,,0.05,16.0,
31050,"Candies, marshmallows","Candies, marshmallows",,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,15.6,3.67,3.67,78.7,1.42,65.6,3.6,,14.1,,6.68,40.0,,0.23,,0.18,0.0,0.0,0.067,0.07,0.033,0.0025,0.0025,0.0025,0.0025,0.0025,0.001,0.035,0.016,0.061,0.019,0.005,,0.0,0.0025,0.0,0.092,3.0,,0.097,0.27,,1.45,0.008,8.0,3.7,,39.3,0.04,0.0,0.0,0.0,0.0,0.0,,0.0,0.001,0.001,0.078,0.005,0.003,1.0,0.0
31054,"Chewing gum, without sugar","Chewing gum, without sugar",,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,955.0,228.0,955.0,228.0,4.3,0.69,0.69,78.1,0.45,0.015,0.015,,0.015,0.015,0.015,0.015,0.175,1.98,59.7,11.8,0.0,0.0,0.17,0.055,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.015,,,,,0.0,0.0,0.0,0.026,3700.0,3.6,0.09,5.2,10.0,130.0,0.2,60.0,73.0,25.0,10.3,0.09,0.0,0.0,0.0,0.16,0.0,,0.0,0.11,0.005,0.05,,0.005,31.5,0.0
31059,Hard candy and lollipop,Hard candy and lollipop,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,1.3,0.095,0.095,95.4,0.35,74.9,0.98,,1.84,,22.4,49.7,,0.085,,0.3,0.0,0.0,0.28,0.045,0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.007,0.025,,0.0,0.0,0.0,0.07,3.0,,0.029,0.3,0.3,3.0,0.01,3.0,5.0,,27.4,0.01,0.0,0.0,0.0,0.0,0.0,,0.0,0.004,0.003,0.007,0.008,0.003,0.0,0.0
31060,Jelly candy,Jelly candy,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,9.96,6.28,6.28,80.2,0.25,68.1,2.2,,15.1,,29.2,16.1,,0.25,,0.15,0.0,0.0,0.15,0.044,,0.005,0.005,0.0086,0.017,0.012,0.01,0.05,0.036,0.044,0.015,0.0024,0.0002,,0.005,,0.051,9.0,,0.09,,0.3,2.0,0.01,,85.0,,9.07,0.04,,,0.0,0.0,,,,,,,,,,
31081,Soft caramel candy,Soft caramel candy,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,1.42,2.95,2.95,83.7,8.04,60.4,0.6,,3.6,2.4,13.7,32.5,,0.88,,1.08,0.0,0.0,5.62,1.72,0.19,0.053,0.065,0.16,0.21,1.21,0.85,2.13,0.84,1.39,0.17,0.013,,,0.005,9.1,0.46,95.6,364.0,0.05,0.55,22.2,17.4,0.05,77.4,154.0,2.5,182.0,0.3,,,0.25,0.23,,,0.25,0.02,0.14,0.15,0.23,0.16,31.8,0.08
31092,Melon and almond Candy on a unleavened bread layer,Melon and almond Candy on a unleavened bread layer,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,1850.0,440.0,1850.0,440.0,10.0,7.88,7.88,60.3,18.0,50.1,2.8,,9.6,0.1,13.2,24.5,1.1,2.7,0.25,0.97,0.0,0.11,1.65,12.0,3.5,0.005,0.005,0.005,0.005,0.005,0.02,1.2,0.4,11.7,3.5,0.005,0.005,0.005,0.005,,0.03,81.0,10.0,0.32,,10.0,67.0,0.35,160.0,210.0,10.0,12.0,,,249.0,0.125,6.26,1.46,,0.25,0.039,0.047,0.05,0.13,0.012,29.0,
31093,"Candies, marshmallows, chocolate covered","Candies, marshmallows, chocolate covered",,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,14.0,4.65,4.65,66.2,10.3,56.3,,,,,,,,0.6,,0.1,0.0,0.0,6.2,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,40.0,,,,,,,,,,,,,,,
31094,Hard caramel candy,Hard caramel candy,,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,,,,,,1.21,1.21,72.5,6.0,72.5,,,1.85,,17.5,49.8,,0.0,,1.12,0.0,0.0,4.14,1.37,0.16,,,,,,,,,,,0.05,,,,,1.12,,,,,,,,,,,449.0,,,,,,,,,,,,,,,
31121,"Chewing gum, sugar level unknown (average)","Chewing gum, sugar level unknown (average)",,7,sugar and confectionery,703,non-chocolate confectionery,0,-,ciqual_2020.csv,1180.0,279.0,1180.0,279.0,3.84,0.53,0.53,82.5,0.41,24.0,0.056,,1.73,0.027,0.58,21.7,0.11,2.12,38.7,8.71,0.0,0.1,0.12,0.064,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.011,,,,,0.0,0.0,0.0,0.019,2400.0,3.6,0.11,6.72,6.55,204.0,0.16,40.5,48.5,19.7,7.55,0.079,0.0,0.88,0.044,0.46,0.14,,0.088,0.069,0.0032,0.032,1.12,0.0032,20.4,0.0
30999,"Jam or marmalade, sugar content not known, (average)","Jam or marmalade, sugar content not known, (average)",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,966.0,228.0,966.0,228.0,42.3,0.37,0.37,56.5,0.29,55.5,14.7,0.07,16.4,0.079,1.09,22.6,,1.05,0.099,0.21,0.0,0.76,0.053,0.11,,0.004,,,,,,,,,,0.034,,,,,0.02,11.8,8.89,0.027,0.18,8.99,6.02,0.23,9.95,93.4,10.0,7.94,0.052,,46.7,,0.46,0.8,,9.34,0.01,0.0063,0.067,0.078,0.015,14.4,
31006,Jam or marmalade (average),Jam or marmalade (average),,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,1060.0,249.0,1060.0,249.0,39.0,0.29,0.29,60.2,0.31,59.0,15.3,0.076,17.4,0.085,1.3,24.2,1.4,0.91,0.13,0.19,0.0,0.76,0.055,0.13,0.073,0.004,,,,,,,,,,0.027,,,,,0.019,11.5,8.61,0.026,0.17,10.0,5.85,0.22,9.43,89.3,10.0,7.73,0.05,,27.9,,0.44,0.69,,9.28,0.011,0.0066,0.05,0.071,0.014,13.7,
31024,"Jam, strawberry","Jam, strawberry",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,1060.0,251.0,1060.0,251.0,38.4,0.25,0.25,60.5,0.5,60.1,13.4,0.1,15.1,0.1,0.9,30.7,0.175,0.7,0.25,0.125,0.0,0.71,0.11,0.15,0.14,0.005,0.005,0.005,0.005,0.005,0.005,0.07,0.03,0.15,0.09,0.05,0.005,0.005,0.005,,0.018,9.0,10.0,0.02,0.17,10.0,5.7,0.2,10.0,77.0,10.0,7.0,0.025,,2.5,,0.28,0.4,,11.4,0.0075,0.005,0.05,0.063,0.005,24.6,
31037,"Jam, apricot","Jam, apricot",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,1050.0,247.0,1050.0,247.0,39.2,0.25,0.25,59.7,0.3,56.8,13.0,0.05,15.1,0.05,1.55,27.1,2.95,1.1,0.0,0.25,0.0,0.85,0.041,0.11,0.0,0.003,,,,,,,,,,0.0,,,,0.0,0.013,8.7,10.0,0.03,0.14,10.0,4.4,0.03,7.7,110.0,10.0,5.0,0.07,0.0,82.1,0.125,0.7,0.4,,6.42,0.0075,0.005,0.05,0.072,0.022,2.5,
31038,"Jam, cherry","Jam, cherry",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,,,,,39.5,0.38,0.38,60.9,0.16,60.0,22.4,,22.7,0.1,0.1,11.9,,0.55,,0.125,0.0,,0.0,,,0.003,,,,,,,,,,,,,,,0.018,12.0,1.8,0.05,0.22,10.0,7.1,0.08,16.0,110.0,10.0,7.0,0.025,,54.8,,,1.14,,19.6,0.024,0.013,0.05,0.1,0.005,6.0,
31039,"Marmalade, orange","Marmalade, orange",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,1050.0,246.0,1050.0,246.0,38.1,0.25,0.25,59.3,0.4,56.9,16.5,0.05,18.7,0.05,1.58,20.1,2.38,1.5,0.0,0.125,0.0,0.58,0.14,0.13,0.03,0.005,0.005,0.005,0.005,0.005,0.01,0.09,0.04,0.13,0.03,0.005,0.005,0.005,0.005,0.0,0.015,33.0,10.0,0.03,0.08,10.0,4.2,0.02,3.8,49.0,10.0,6.0,0.025,0.0,2.5,0.125,0.47,0.4,,8.92,0.0075,0.005,0.05,0.051,0.02,6.27,0.0
31040,Dulce de leche or confiture de lait,Dulce de leche or confiture de lait,,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,,,,,28.1,6.45,6.32,58.0,5.45,51.7,0.31,1.03,1.66,4.92,0.075,43.5,,0.58,,1.5,0.0,0.0,2.87,1.46,0.22,0.12,0.089,0.054,0.14,0.14,0.49,1.32,0.53,1.46,0.099,0.031,,0.004,0.0,23.0,0.27,211.0,,0.004,0.17,,22.0,0.002,193.0,350.0,,109.0,0.79,73.0,,0.2,0.2,,,2.6,0.016,0.41,0.21,0.84,0.016,11.0,0.31
31053,"Jam, plum","Jam, plum",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,,,,,39.3,0.27,0.27,59.3,0.1,59.3,14.8,,19.4,0.1,2.3,22.7,,0.87,,0.22,0.0,,0.0,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,16.0,,,,,,,,,,,,,,,
31062,"Jam, raspberry","Jam, raspberry",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,,,,,39.9,0.47,0.47,61.0,0.21,59.5,19.0,,19.9,0.1,1.6,15.5,,0.95,,0.37,0.0,,0.0,,,0.003,,,,,,,,,,,,,,,0.013,9.9,5.25,0.02,0.28,10.0,9.5,0.87,11.0,100.0,10.0,5.0,0.12,,2.5,,,2.0,,2.93,0.019,0.012,0.05,0.077,0.029,13.9,
31068,"Jam, blueberry","Jam, blueberry",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,1040.0,246.0,1040.0,246.0,37.8,0.25,0.25,58.9,0.4,58.9,18.4,0.05,22.8,0.05,1.4,16.1,,2.1,0.0,0.125,0.0,0.42,0.014,,,,,,,,,,,,,,,,,,0.0065,8.7,10.0,0.02,0.14,,3.2,1.2,6.6,35.0,10.0,2.5,0.06,,2.5,0.125,0.52,0.4,,0.25,0.0075,0.005,0.05,0.064,0.005,2.5,
31082,"Fruit preparation, sweetened, less sugar than classic, but not as reduced as in jams reduced sugar","Fruit preparation, sweetened, less sugar than classic, but not as reduced as in jams reduced sugar",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,,,,,54.7,0.49,0.49,43.4,0.33,40.5,15.2,,15.9,0.1,0.1,9.4,,1.88,,0.26,0.0,,0.0,,,,,,,,,,,,,,,,,,0.015,,,,,,,,,,,5.85,,,,,,,,,,,,,,,
31086,"Jelly, all fruits","Jelly, all fruits",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,,,,,,0.35,0.35,61.6,0.17,61.6,19.0,,19.4,,0.15,16.9,,1.28,,0.14,0.0,,0.0165,,0.0,,,,,,,,,,,,,,,,0.019,,,,,,,,,,,7.5,,,,,,,,,,,,,,,
31095,"Jelly, currant (red)","Jelly, currant (red)",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,1050.0,246.0,1050.0,246.0,37.9,0.25,0.25,59.6,0.15,58.7,18.3,0.05,19.3,0.05,0.82,20.3,,0.25,0.0,0.125,0.0,1.77,,,,,,,,,,,,,,,,,,,0.0065,9.8,10.0,0.005,0.16,,3.8,0.22,5.4,84.0,10.0,2.5,0.025,,2.5,0.125,0.04,0.4,,1.79,0.0075,0.005,0.05,0.14,0.014,2.5,
31110,"Jam, reduced sugar","Jam, reduced sugar",,7,sugar and confectionery,704,jam,0,-,ciqual_2020.csv,689.0,162.0,689.0,162.0,58.2,0.75,0.75,38.0,0.15,38.0,11.5,0.05,11.7,0.05,0.05,14.8,,1.8,0.0,0.3,0.0,0.76,0.044,0.036,,,,,,4e-05,4e-05,0.015,,0.036,0.051,0.054,,4e-05,4e-05,,0.023,13.0,10.0,0.03,0.2,5.0,6.7,0.25,12.0,110.0,10.0,9.0,0.06,,122.0,0.125,0.54,1.22,,9.57,0.0075,0.005,0.14,0.11,0.019,17.5,
7225,Brioche or Vienna bread,Brioche or Vienna bread,,7,sugar and confectionery,705,Viennese pastries,0,-,ciqual_2020.csv,1500.0,356.0,1480.0,352.0,20.3,9.76,10.7,55.5,9.38,6.9,2.2,,1.6,0.9,2.2,0.1,39.1,3.3,0.0,1.79,0.0,0.0,5.22,3.15,0.49,0.15,0.093,0.068,0.14,0.21,0.59,3.45,0.53,3.15,0.49,,,,,42.4,1.31,42.5,915.0,,1.0,5.0,21.5,0.45,122.0,163.0,2.5,525.0,0.75,24.0,63.0,0.1,0.37,,,,0.1,0.22,1.3,0.52,0.11,44.0,1.7
