food_code,food_name,primarysource,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,source_file
OSR023,Sweet couscous dessert,open_source_recipes,196.2,29.69,3.81,7.69,15.89,2.18,2653.54,3090.03,1186.59,9.37,30.94,83.87,31.24,4.22,183.41,0.84,0.16,1.43,0.0,0.47,0.01,0.57,42.13,2.24,10.42,0.0,3.26,0.0,12.66,0.12,0.04,0.76,0.22,0.12,1.58,12.66,14.81,50.31,bowl,OSR023.json
OSR024,Sweetened yogurt (Shrikhand),open_source_recipes,107.18,16.02,5.27,2.89,15.81,0.08,1759.85,789.1,133.58,9.95,183.02,156.6,18.36,73.61,261.06,0.17,0.01,1.87,0.0,0.08,0.0,0.66,25.33,0.16,0.09,0.0,0.08,0.0,16.56,0.06,0.25,0.19,0.46,0.09,2.41,16.56,0.92,22.7,bowl,OSR024.json
OSR025,Thickened sweetened milk (Rabri),open_source_recipes,102.79,10.55,3.52,5.35,10.09,0.19,2657.93,1843.55,374.33,0.0,111.87,101.92,15.0,23.92,125.85,0.29,0.08,1.15,0.0,0.07,0.01,0.42,0.0,0.55,0.1,0.0,0.18,0.0,7.4,0.04,0.1,0.11,0.34,0.05,1.94,7.4,1.86,187.62,bowl,OSR025.json
OSR026,Gram flour halwa (Besan halwa),open_source_recipes,276.79,25.78,5.88,17.3,15.83,1.82,9598.22,4781.18,1277.19,33.12,77.42,98.95,20.44,15.4,128.25,0.67,0.12,1.56,0.0,0.34,0.01,0.55,124.14,1.4,0.22,0.0,1.48,0.0,34.75,0.1,0.09,0.38,0.42,0.1,2.48,34.75,1.12,372.89,piece,OSR026.json
OSR027,Prawn sandwich,open_source_recipes,169.65,11.89,10.36,9.27,1.21,1.55,1229.45,5979.27,1397.05,40.7,75.53,146.92,38.95,213.38,152.55,1.11,0.23,26.81,0.01,0.33,0.01,0.97,3.25,2.71,0.08,0.65,7.73,162.83,22.37,0.07,0.04,1.33,1.07,0.11,1.0,22.37,5.52,219.48,sandwich,OSR027.json
OSR028,Watercress sandwich,open_source_recipes,229.42,28.03,5.17,11.47,1.81,2.26,6517.53,2611.82,376.47,26.56,98.16,66.33,19.07,407.44,140.55,0.99,0.09,3.97,0.0,0.31,0.0,0.47,119.47,0.34,0.35,0.0,15.56,0.0,22.43,0.13,0.05,1.0,0.13,0.06,0.82,22.43,4.13,185.6,triangle,OSR028.json
OSR029,Fish sandwich ,open_source_recipes,150.2,10.09,4.72,10.37,1.04,1.23,1840.69,5610.9,2397.35,8.41,47.28,68.68,16.13,161.88,103.87,0.69,0.05,5.13,0.0,0.3,0.0,0.4,7.7,1.34,0.05,0.09,2.53,0.14,15.07,0.06,0.03,0.87,0.28,0.07,0.74,15.07,1.49,35.66,sandwich,OSR029.json
OSR030,Kidney bean sandwich with cottage cheese,open_source_recipes,176.64,18.86,9.85,6.84,3.69,3.66,3175.76,2410.18,449.02,2.67,166.63,177.15,43.64,97.97,296.76,1.64,0.2,11.12,0.03,0.34,0.01,1.32,11.99,0.16,5.23,0.0,2.7,0.0,89.19,0.09,0.08,0.71,0.49,0.07,5.58,89.19,2.22,124.89,triangle,OSR030.json
OSR031,Finger millet biscuit (Ragi biscuit),open_source_recipes,458.56,52.69,4.03,25.79,16.9,5.97,15867.05,6613.29,1082.5,64.19,207.04,174.74,78.66,98.24,247.17,2.54,0.37,8.14,0.02,1.74,0.0,1.41,288.7,0.64,22.07,0.0,3.83,0.0,18.41,0.2,0.11,0.71,0.17,0.03,0.53,18.41,0.0,265.49,biscuit,OSR031.json
OSR032,Buttermilk biscuit,open_source_recipes,322.54,34.93,5.76,17.5,3.44,1.18,10855.83,4385.48,697.41,45.41,67.16,184.46,17.22,323.74,117.49,0.77,0.08,1.32,0.0,0.27,0.0,0.57,202.83,0.41,2.88,0.46,1.97,0.0,8.74,0.08,0.1,0.36,0.45,0.05,0.29,8.74,0.0,236.36,biscuit,OSR032.json
OSR033,Lemon cookies,open_source_recipes,394.48,42.19,5.63,23.02,23.47,0.78,14318.72,5857.16,945.65,82.16,72.04,104.31,12.5,84.71,79.05,0.69,0.08,2.16,0.0,0.16,0.0,0.64,283.51,0.55,1.72,0.04,2.04,0.78,6.88,0.05,0.09,0.23,0.28,0.04,1.17,6.88,0.96,244.66,cookie,OSR033.json
OSR034,Sweet potato biscuit (Shakarkand ke biscuit),open_source_recipes,296.4,38.13,5.14,13.31,2.53,2.27,8225.5,3308.4,600.18,33.83,56.34,234.27,19.3,339.58,183.69,0.81,0.12,0.5,0.0,0.33,0.0,0.52,151.7,0.31,3.05,0.18,2.44,0.0,11.73,0.09,0.07,0.52,0.61,0.07,1.79,11.73,5.27,2742.52,biscuit,OSR034.json
OSR035,Raspberry shortbread cookies,open_source_recipes,441.12,61.25,3.0,21.25,40.86,0.75,13357.98,5370.68,817.64,54.36,13.81,37.24,9.21,6.06,51.53,0.6,0.08,0.01,0.0,0.17,0.0,0.3,244.48,0.49,1.82,0.0,2.16,0.0,4.48,0.04,0.04,0.21,0.21,0.02,0.24,4.48,0.03,230.82,cookie,OSR035.json
OSR036,Pumpkin cookies ,open_source_recipes,218.4,44.69,2.51,3.93,31.62,1.06,2299.42,1009.54,234.02,22.23,19.36,62.44,8.86,51.49,82.12,0.52,0.08,1.56,0.0,0.2,0.0,0.27,47.0,0.25,1.49,0.03,15.97,0.53,9.13,0.03,0.03,0.22,0.22,0.03,1.08,9.13,1.48,343.06,cookie,OSR036.json
OSR037,Greenpea cookies,open_source_recipes,159.42,23.07,6.53,4.24,14.45,5.32,388.16,2295.02,1200.33,0.0,48.45,218.08,45.08,229.9,241.34,1.47,0.29,1.09,0.0,0.55,0.02,1.01,0.0,1.72,6.46,0.0,22.79,0.0,37.23,0.16,0.04,0.96,0.5,0.12,2.67,37.23,22.15,1412.17,cookie,OSR037.json
OSR038,Sunflower cookies,open_source_recipes,520.62,40.06,9.49,36.28,24.28,3.95,11029.33,10688.66,12653.9,26.38,70.45,300.42,135.07,181.68,210.54,2.21,0.91,14.97,0.0,0.84,0.01,2.38,118.64,7.49,1.79,0.0,3.92,0.0,28.18,0.21,0.06,0.64,0.44,0.3,0.88,28.18,0.0,204.39,cookie,OSR038.json
OSR039,Cardamom cookies (Elaichi cookies),open_source_recipes,400.49,53.99,5.1,19.12,38.99,2.79,11410.87,5018.37,977.18,111.21,25.21,114.41,34.43,98.45,111.45,1.41,0.18,20.08,0.0,0.85,0.0,0.97,235.19,0.73,3.35,0.15,1.92,2.67,15.99,0.11,0.09,0.59,0.49,0.09,3.58,15.99,0.0,219.87,cookie,OSR039.json
OSR040,Hazelnut cookies,open_source_recipes,493.32,39.44,6.25,34.97,22.01,2.45,12708.05,17542.1,2441.33,46.99,47.43,109.64,50.12,81.06,233.17,1.29,0.39,0.52,0.0,1.43,0.0,0.8,211.34,6.97,1.57,0.0,1.87,0.0,22.68,0.15,0.07,0.47,0.58,0.17,20.12,22.68,0.0,197.1,cookie,OSR040.json
OSR041,Milk cookies,open_source_recipes,459.43,48.43,10.49,24.96,22.06,0.99,15668.93,6339.12,968.68,67.93,251.59,270.34,32.61,156.53,385.42,0.75,0.07,4.56,0.0,0.23,0.0,1.13,289.81,0.57,2.43,0.0,2.53,0.0,15.65,0.13,0.34,0.47,0.94,0.09,0.86,15.65,1.63,280.86,cookie,OSR041.json
OSR042,Cranberry cookies,open_source_recipes,272.48,36.39,3.92,12.66,19.96,1.13,7646.0,3271.85,611.45,58.22,36.16,80.1,11.53,58.25,93.04,0.71,0.08,3.47,0.0,0.18,0.05,0.41,144.93,0.44,1.69,0.07,1.83,1.18,9.26,0.05,0.06,0.24,0.37,0.05,1.94,9.26,2.97,216.26,cookie,OSR042.json
OSR043,Olive biscuit,open_source_recipes,438.29,55.01,3.2,23.75,32.27,0.82,12806.22,6872.87,981.73,48.63,10.76,38.11,9.54,120.1,53.32,1.37,0.07,0.0,0.0,0.19,0.01,0.31,218.74,0.58,1.99,0.0,3.63,0.0,4.81,0.04,0.03,0.23,0.22,0.02,0.22,4.81,0.0,218.74,biscuit,OSR043.json
OSR045,Tutti fruitti biscuit,open_source_recipes,420.78,53.12,5.21,17.9,15.75,5.43,10976.62,4437.99,945.97,44.48,23.81,194.29,60.37,93.11,155.27,1.96,0.23,25.41,0.0,1.43,0.0,1.4,200.06,0.51,6.42,0.0,2.26,0.0,13.98,0.2,0.09,1.14,0.43,0.12,0.41,13.98,0.0,262.83,biscuit,OSR045.json
OSR046,Peach blueberry preserves,open_source_recipes,177.38,45.76,0.53,0.2,45.33,1.14,17.33,92.39,53.02,0.0,9.03,11.29,5.14,2.81,129.46,0.33,0.09,0.27,0.0,0.15,0.05,0.1,0.0,0.19,0.97,0.0,1.8,0.0,4.32,0.02,0.02,0.18,0.1,0.04,0.9,4.32,4.28,24.4,half-pints,OSR046.json
OSR047,Pear preserves (Naashpati ka murabba),open_source_recipes,101.24,25.67,0.25,0.19,25.19,3.06,52.91,16.56,70.01,0.0,6.57,4.9,5.64,2.1,74.27,0.23,0.08,0.01,0.01,0.05,0.0,0.07,0.0,0.2,1.01,0.0,8.58,0.0,3.68,0.01,0.01,0.09,0.04,0.06,0.96,3.68,2.63,63.04,half-pints,OSR047.json
OSR048,Starfruit preserves ,open_source_recipes,128.93,33.62,0.24,0.12,33.47,0.78,10.37,9.31,57.51,0.0,5.24,4.0,4.09,2.06,49.72,0.2,0.06,0.2,0.01,0.02,0.0,0.1,0.0,0.11,0.27,0.0,0.55,0.0,2.66,0.02,0.01,0.1,0.08,0.02,0.04,2.66,10.86,42.28,jar,OSR048.json
OSR049,Gooseberry pickle (Amla ka achaar),open_source_recipes,278.58,7.61,1.55,27.61,0.36,3.7,3118.62,16017.13,6009.61,0.0,31.17,47.48,23.0,86.38,199.18,1.04,0.09,2.82,0.0,0.68,0.03,0.27,0.0,0.31,1.78,0.0,4.25,0.0,8.96,0.05,0.04,0.39,0.21,0.09,0.21,8.96,20.84,136.86,jar,OSR049.json
OSR050,Lotus stem pickle (Kamal kakdi ka achar),open_source_recipes,102.69,20.07,1.44,1.6,2.53,8.58,166.49,835.8,103.13,0.0,137.73,44.54,57.68,181.83,1026.99,20.57,0.42,0.0,0.0,0.01,0.0,0.01,0.0,0.06,0.07,0.0,1.09,0.0,0.49,0.28,0.41,0.66,0.0,0.01,0.01,0.49,3.14,30.41,jar,OSR050.json
OSR051,Date pickle (Khajoor ka achaar),open_source_recipes,182.29,34.66,1.68,4.21,30.47,5.2,552.49,848.15,2605.0,0.0,41.49,44.69,39.25,138.86,434.89,1.96,0.19,0.36,0.01,0.52,0.0,0.46,0.0,1.83,1.33,0.0,5.15,0.0,11.41,0.03,0.04,0.98,0.3,0.14,0.46,11.41,2.51,2034.99,small bowl,OSR051.json
OSR052,Garlic pickle (Lahasun ka achar),open_source_recipes,413.62,9.75,3.72,39.88,2.32,5.13,5803.95,14997.32,17239.78,0.0,54.66,69.93,33.55,269.12,311.08,1.82,0.14,0.59,0.01,0.35,0.09,0.62,0.0,0.09,1.1,0.0,6.62,0.0,31.26,0.1,0.13,0.49,0.56,0.32,1.3,31.26,14.34,392.45,jar,OSR052.json
OSR053,Fermented bamboo shoot pickle (Mesu pickle),open_source_recipes,59.83,1.73,1.58,5.59,0.29,2.24,666.84,3010.48,1274.42,0.0,16.62,44.03,11.25,161.31,434.41,0.69,0.15,2.37,0.0,0.43,0.0,0.44,0.0,0.0,0.39,0.0,3.39,0.0,16.98,0.06,0.08,0.49,0.24,0.17,5.46,16.98,14.59,402.63,jar,OSR053.json
OSR054,Sweet peach pickle (Aadoo ka achaar),open_source_recipes,144.64,37.01,0.46,0.2,36.46,1.32,19.08,103.24,39.71,0.0,11.99,10.55,5.64,33.04,150.24,0.33,0.08,0.36,0.0,0.19,0.04,0.09,0.0,0.01,1.25,0.0,2.52,0.0,3.52,0.01,0.01,0.15,0.08,0.05,0.71,3.52,3.05,27.58,jar,OSR054.json
OSR055,Pickled mustard greens ,open_source_recipes,13.12,1.05,1.51,0.22,0.02,1.7,61.41,12.34,140.26,0.0,81.44,30.73,22.63,242.36,173.98,1.22,0.1,3.43,0.02,0.18,0.0,0.29,0.0,0.24,2.32,0.0,81.96,0.0,46.87,0.03,0.08,0.25,0.11,0.07,0.72,46.87,25.68,2809.57,jar,OSR055.json
OSR056,Small onion pickle ,open_source_recipes,16.86,2.76,1.65,0.64,2.99,1.09,99.05,100.16,346.52,0.0,31.95,48.74,9.18,249.48,214.9,1.2,0.07,0.97,0.0,0.13,0.0,0.45,0.0,0.23,0.0,0.0,3.3,0.0,15.06,0.04,0.08,0.83,0.14,0.23,0.67,15.06,17.27,556.0,bowl,OSR056.json
OSR057,Green tomato pickle (Haray tamatar ka achaar),open_source_recipes,193.26,2.87,1.23,19.67,0.77,1.74,2348.21,4183.09,12197.64,0.0,14.22,29.44,16.01,159.18,205.63,0.77,0.07,7.41,0.02,0.18,0.03,0.21,0.0,9.62,1.32,0.0,14.65,0.0,11.25,0.07,0.05,0.49,0.25,0.07,3.75,11.25,12.91,550.97,jar,OSR057.json
OSR058,Pickled cabbage ,open_source_recipes,13.69,2.56,0.39,0.14,2.08,0.61,18.29,63.74,43.51,0.0,15.96,9.56,6.13,121.39,58.17,0.19,0.01,0.37,0.0,0.12,0.0,0.06,0.0,0.01,0.11,0.0,22.02,0.0,9.09,0.01,0.01,0.1,0.05,0.03,0.28,9.09,6.41,72.51,jar,OSR058.json
OSR059,Coconut pickle (Nariyal ka aachar),open_source_recipes,517.26,11.53,3.02,51.71,8.98,6.35,41538.18,3469.48,1322.34,0.0,44.78,64.6,32.21,176.54,342.27,2.62,0.24,1.75,0.01,0.51,0.25,0.55,0.0,1.11,2.7,0.0,17.17,0.0,19.85,0.06,0.09,0.78,0.2,0.19,0.45,19.85,6.1,1245.3,jar,OSR059.json
OSR060,Potato pickle (Aloo ka achaar),open_source_recipes,369.14,7.87,2.07,36.46,0.82,2.21,5378.27,7666.1,21623.95,0.0,48.46,59.24,34.8,213.73,311.23,1.12,0.14,0.53,0.0,0.22,0.03,0.44,0.0,16.22,1.76,0.0,9.55,0.0,17.39,0.08,0.03,0.72,0.32,0.13,1.26,17.39,21.62,454.09,bowl,OSR060.json
OSR061,Mango murabba candy,open_source_recipes,293.35,77.32,0.27,0.05,74.73,0.95,10.09,5.8,10.77,0.0,16.55,6.36,7.64,13.71,56.54,0.33,0.11,0.04,0.0,0.3,0.0,0.11,0.0,0.27,2.38,0.0,4.2,0.0,7.5,0.01,0.01,0.08,0.04,0.04,0.43,7.5,26.12,150.94,candy,OSR061.json
OSR062,Afghani chicken,open_source_recipes,151.51,1.95,15.66,9.07,0.83,0.31,1241.57,1920.0,1188.45,42.14,35.14,151.77,28.36,87.02,259.04,1.04,0.27,12.87,0.0,0.14,0.01,0.79,10.63,0.78,0.25,0.91,6.33,18.31,10.81,0.1,0.07,5.4,0.86,0.37,3.16,10.81,1.86,213.36,plate,OSR062.json
OSR063,Fish orly,open_source_recipes,563.7,4.27,5.87,58.18,0.24,0.33,7575.98,11930.07,36197.39,11.78,9.55,90.12,11.85,136.37,94.43,0.31,0.03,8.36,0.0,0.06,0.01,0.22,8.59,28.26,0.27,0.17,3.9,0.28,4.36,0.02,0.02,0.47,0.36,0.05,0.09,4.36,0.46,130.43,fillet,OSR063.json
OSR064,Hariyali Fish Tikka,open_source_recipes,150.24,2.21,14.01,9.41,0.83,0.99,5255.14,2264.02,986.02,43.28,34.86,162.56,33.88,100.45,257.74,0.83,0.08,20.92,0.01,0.17,0.02,0.5,74.09,1.26,0.81,0.43,15.01,0.69,15.0,0.05,0.04,1.09,0.86,0.13,0.57,15.0,6.22,934.22,kebab,OSR064.json
OSR065,Chicken manchurian,open_source_recipes,142.34,6.06,9.53,11.96,0.9,0.41,1218.86,1867.15,4472.8,37.88,26.52,96.13,16.57,2414.77,179.84,1.28,0.11,7.51,0.0,0.11,0.0,0.53,13.09,3.54,0.26,0.44,1.01,8.64,10.34,0.04,0.04,2.42,0.46,0.18,2.33,10.34,2.33,67.01,plate,OSR065.json
OSR066,Handi chicken,open_source_recipes,166.02,1.49,12.32,12.46,0.75,0.67,1400.08,4941.92,1790.94,33.71,26.85,111.0,18.15,75.64,214.67,0.93,0.17,10.23,0.0,0.23,0.01,0.54,5.11,0.18,0.29,0.74,1.74,14.99,8.82,0.06,0.05,4.42,0.67,0.3,2.53,8.82,0.64,124.12,plate,OSR066.json
OSR067,Lemon chicken,open_source_recipes,169.79,0.55,20.2,9.66,0.16,0.16,1589.38,1248.12,404.48,60.15,17.4,165.74,19.91,79.93,282.83,0.95,0.25,17.16,0.0,0.04,0.0,0.74,21.47,0.3,0.05,1.27,0.4,25.66,10.89,0.1,0.06,7.45,1.07,0.49,3.89,10.89,3.12,20.44,plate,OSR067.json
OSR068,Lemon butter fish,open_source_recipes,160.25,0.75,16.38,10.26,0.23,0.36,5160.78,3187.7,1093.09,46.11,18.66,183.74,29.57,187.72,240.34,0.4,0.05,25.1,0.01,0.04,0.0,0.5,74.26,1.26,0.05,0.52,2.37,0.84,9.55,0.05,0.03,1.21,0.97,0.13,0.05,9.55,4.35,126.15,piece,OSR068.json
OSR069,Baked eggs in tomato sauce,open_source_recipes,80.05,3.78,4.92,5.22,2.03,0.01,1440.99,2049.81,1073.64,77.26,71.94,77.38,20.55,188.21,321.52,1.31,0.04,9.35,0.0,0.38,0.0,0.53,49.4,1.6,0.01,0.17,263.41,2.94,63.9,0.09,0.08,0.89,0.41,0.19,4.32,63.9,49.39,1750.43,plate,OSR069.json
OSR070,Egg in a pepper,open_source_recipes,128.78,0.17,12.64,8.68,0.05,0.17,2800.94,3292.86,1101.69,345.88,48.25,176.67,12.83,183.89,144.67,1.76,0.07,38.25,0.0,0.04,0.0,1.18,187.11,1.44,0.07,0.79,1.76,13.81,49.87,0.06,0.18,0.14,1.4,0.16,17.53,49.87,5.77,288.45,egg,OSR070.json
OSR071,Spinach mushroom scrambled egg (Palak mushroom bhurji),open_source_recipes,158.85,0.59,13.28,11.51,0.1,0.39,5247.66,3825.72,1016.19,276.56,140.31,205.75,19.41,227.97,180.76,1.6,0.07,31.19,0.0,0.11,0.01,1.35,188.91,1.24,1.4,0.67,22.35,10.54,46.58,0.06,0.19,0.17,1.17,0.14,14.04,46.58,1.95,734.23,plate,OSR071.json
OSR072,Corn omelette/omlet,open_source_recipes,166.93,1.57,11.37,12.89,0.41,0.02,6129.16,4076.53,1093.55,253.36,96.22,180.05,17.36,166.42,145.92,1.34,0.06,26.54,0.0,0.06,0.0,1.22,201.49,1.16,0.02,0.54,0.84,9.4,42.04,0.07,0.17,0.43,1.13,0.12,12.12,42.04,1.49,131.96,omelette,OSR072.json
OSR073,Cajun chicken,open_source_recipes,184.94,1.94,12.69,13.99,1.1,0.89,5143.72,5138.32,728.5,39.32,156.98,168.97,18.93,1740.13,181.55,0.53,0.13,7.4,0.0,0.1,0.0,1.17,74.0,0.44,0.28,0.45,10.07,9.13,26.6,0.06,0.1,2.85,0.57,0.26,3.73,26.6,27.13,662.41,chicken breast,OSR073.json
OSR074,Paaner do pyaza,open_source_recipes,127.7,3.41,4.22,10.87,2.2,0.84,3612.6,2916.58,3483.96,15.07,57.22,82.36,17.05,160.66,135.24,0.45,0.07,1.81,0.0,0.17,0.01,0.43,49.84,2.68,1.14,0.0,4.14,0.0,15.37,0.04,0.1,0.27,0.2,0.06,2.43,15.37,7.25,623.05,bowl,OSR074.json
OSR075,Cabbage manchurian (Pattagobhi manchurian),open_source_recipes,224.26,4.85,0.64,22.48,0.33,0.37,2726.5,4623.99,14190.72,0.18,3.18,8.86,3.5,75.02,34.44,0.2,0.02,0.05,0.0,0.07,0.0,0.07,0.47,11.03,0.38,0.0,2.62,0.0,4.08,0.01,0.01,0.1,0.07,0.02,0.24,4.08,3.83,70.43,bowl,OSR075.json
OSR076,Gobi 65,open_source_recipes,278.29,3.59,0.56,29.11,0.29,0.57,3545.37,5967.12,18366.84,0.29,12.37,13.11,5.75,69.22,56.39,0.3,0.02,0.21,0.0,0.11,0.01,0.08,0.73,14.25,0.55,0.0,7.5,0.0,4.39,0.01,0.02,0.12,0.06,0.02,0.28,4.39,3.21,614.01,plate,OSR076.json
OSR077,Paneer lababdar,open_source_recipes,105.48,3.37,3.98,8.46,1.96,1.16,1898.13,2330.04,3654.59,7.19,55.56,77.52,19.63,142.45,145.5,0.56,0.08,1.69,0.0,0.19,0.02,0.42,20.93,2.76,2.64,0.0,11.57,0.0,14.81,0.05,0.09,0.27,0.21,0.06,2.26,14.81,7.19,1467.88,bowl,OSR077.json
OSR078,Roasted cauliflower steak,open_source_recipes,78.68,2.02,2.05,6.7,0.44,3.53,1009.67,4613.26,719.62,0.0,24.47,44.67,22.2,120.19,311.66,0.95,0.05,0.47,0.01,0.23,0.01,0.29,0.0,0.34,1.29,0.0,17.36,0.0,42.84,0.04,0.07,0.29,0.58,0.12,2.31,42.84,43.9,52.18,cauliflower steak,OSR078.json
OSR079,Sauteed radishes with green beans,open_source_recipes,94.32,6.04,2.41,6.61,1.78,3.52,2151.31,2106.93,1969.88,7.44,40.2,82.05,45.13,65.1,323.33,1.01,0.14,0.8,0.0,0.77,0.02,0.59,33.47,0.41,1.14,0.0,13.13,0.0,47.51,0.06,0.04,0.8,0.24,0.29,5.57,47.51,6.79,893.83,plate,OSR079.json
OSR080,Garlic chutney/Poondu chutney (Lahasun ki chutney),open_source_recipes,255.51,20.44,3.34,17.55,13.36,5.15,2120.54,3623.0,10862.43,0.0,63.51,90.72,50.97,177.62,541.63,3.26,0.24,3.85,0.03,0.39,0.08,0.58,0.0,8.36,9.49,0.0,34.42,0.0,21.19,0.16,0.15,1.43,0.24,0.2,0.79,21.19,7.18,11518.02,small bowl,OSR080.json
OSR081,Schezwan chutney,open_source_recipes,205.19,10.79,3.33,17.72,5.66,5.72,2304.13,3690.84,10902.8,0.79,35.46,66.21,35.17,486.27,412.31,1.96,0.16,1.42,0.01,0.53,0.0,0.6,2.06,8.02,2.26,0.0,28.5,0.0,21.01,0.09,0.16,1.47,0.4,0.33,0.68,21.01,3.48,8013.81,box,OSR081.json
OSR082,Bengal 5 Spice Blend (Panch Phoran),open_source_recipes,289.79,20.0,18.26,22.16,1.4,18.4,800.2,7997.2,3611.2,0.0,523.0,408.4,253.0,51.43,1026.2,13.37,0.81,17.09,0.03,3.31,0.4,3.16,0.0,0.59,9.17,0.0,31.14,0.0,34.76,0.35,0.19,3.63,0.19,0.28,0.84,34.76,1.6,503.8,,OSR082.json
OSR083,Onion chutney (Pyaaz ki chutney/Vengaya chutney),open_source_recipes,143.94,13.52,2.97,8.38,6.8,4.6,1053.95,1665.27,5194.26,0.0,28.5,60.17,37.83,256.89,342.69,1.19,0.18,3.1,0.01,0.41,0.12,0.53,0.0,3.87,2.74,0.0,21.86,0.0,32.46,0.08,0.07,0.8,0.37,0.13,2.14,32.46,5.39,6574.51,cup,OSR083.json
OSR085,Dates chutney (Khajoor ki chutney),open_source_recipes,103.57,21.69,1.07,1.12,18.68,3.41,147.9,243.26,628.95,0.0,28.72,29.43,29.16,76.77,288.06,1.19,0.13,0.66,0.01,0.29,0.01,0.26,0.0,0.41,1.35,0.0,8.14,0.0,6.54,0.02,0.03,0.58,0.16,0.05,0.26,6.54,1.29,3224.31,small bowl,OSR085.json
OSR086,Chicken salad,open_source_recipes,338.19,1.3,15.33,30.26,0.96,2.0,2360.33,16255.16,6574.88,47.62,43.19,168.54,58.53,50.62,284.46,1.23,0.32,11.18,0.0,0.4,0.01,0.98,21.31,8.83,0.32,0.78,2.33,15.76,14.37,0.08,0.1,5.13,0.81,0.34,2.97,14.37,1.99,90.43,bowl,OSR086.json
OSR087,Macaroni salad,open_source_recipes,262.19,21.63,5.02,17.78,3.73,0.56,3228.34,9044.05,3857.98,58.64,35.7,84.29,18.72,163.99,147.09,0.77,0.11,10.21,0.0,0.24,0.0,0.57,56.35,4.1,0.14,0.09,4.61,1.51,21.54,0.06,0.08,0.92,0.42,0.11,3.02,21.54,13.75,470.64,cup,OSR087.json
OSR088,Cabbage raita (Pattagobhi raita),open_source_recipes,84.84,5.25,3.24,5.76,4.21,0.93,3166.76,1411.49,254.91,16.26,118.49,93.87,15.55,125.31,210.13,0.19,0.02,1.91,0.0,0.07,0.0,0.39,35.11,0.14,0.09,0.0,36.97,0.0,23.15,0.04,0.15,0.18,0.28,0.09,1.56,23.15,12.19,136.86,bowl,OSR088.json
OSR089,Pomegranate raita (Anaar ka raita),open_source_recipes,72.64,7.15,4.05,3.24,7.01,0.6,1952.97,871.85,141.28,4.67,138.31,118.15,14.73,195.18,208.12,0.25,0.04,1.33,0.0,0.04,0.01,0.48,11.89,0.12,16.46,0.0,3.41,0.0,16.54,0.05,0.17,0.19,0.42,0.11,2.02,16.54,3.19,161.86,bowl,OSR089.json
OSR090,Onion raita (Pyaaz ka raita),open_source_recipes,71.56,7.86,4.86,2.43,7.07,0.65,1513.98,625.89,115.72,8.61,163.8,141.31,20.55,189.96,269.88,0.3,0.03,1.63,0.0,0.07,0.01,0.63,21.92,0.07,0.3,0.0,7.46,0.0,20.53,0.06,0.22,0.26,0.46,0.11,2.57,20.53,5.39,382.51,bowl,OSR090.json
OSR091,Green chilli raita (Hari mirch ka raita),open_source_recipes,77.13,7.66,5.58,2.92,7.49,0.26,1836.55,762.55,127.09,10.52,193.58,165.25,20.12,161.31,286.94,0.21,0.01,1.92,0.0,0.02,0.0,0.69,26.77,0.06,0.13,0.0,2.97,0.0,18.36,0.06,0.26,0.25,0.49,0.11,2.54,18.36,4.19,206.15,bowl,OSR091.json
OSR092,Kale salad,open_source_recipes,177.71,5.01,4.86,15.33,3.31,1.36,2990.15,8729.32,2235.26,6.12,109.11,97.06,32.2,292.04,336.77,1.3,0.1,2.3,0.0,0.48,0.21,0.48,19.22,3.91,0.49,0.0,307.01,0.0,65.96,0.12,0.07,0.62,0.14,0.21,1.54,65.96,56.82,1605.04,bowl,OSR092.json
OSR093,Spinach and paneer souffle ,open_source_recipes,186.19,9.64,7.56,13.49,2.81,1.07,7830.51,3744.27,624.81,76.02,114.32,118.65,21.0,434.68,197.9,1.4,0.07,7.32,0.0,0.22,0.01,0.65,145.35,0.59,0.22,0.09,23.1,1.62,29.7,0.07,0.17,0.65,0.32,0.09,3.8,29.7,2.4,825.93,souffle dish,OSR093.json
OSR094,Masala souffle ,open_source_recipes,123.51,8.02,6.38,7.37,1.84,1.24,3947.26,2134.54,484.17,86.45,103.68,119.81,18.3,131.14,274.75,0.74,0.07,9.25,0.0,0.13,0.0,0.82,89.79,0.99,0.23,0.17,5.15,2.95,24.5,0.05,0.11,0.61,0.58,0.16,4.94,24.5,25.77,442.75,souffle dish,OSR094.json
OSR095,Chicken and cheese souffle,open_source_recipes,182.35,3.47,9.07,14.74,2.46,0.26,7728.66,3679.4,638.33,89.24,61.71,115.11,12.25,120.93,160.39,0.63,0.1,10.23,0.0,0.04,0.0,0.56,145.91,0.58,0.15,0.44,1.14,8.62,14.72,0.05,0.11,2.11,0.63,0.18,4.38,14.72,1.23,154.23,souffle dish,OSR095.json
