food_code,food_name,primarysource,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,sfa_mg,mufa_mg,pufa_mg,cholesterol_mg,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,chromium_mg,manganese_mg,molybdenum_mg,zinc_mg,vita_ug,vite_mg,vitd2_ug,vitd3_ug,vitk1_ug,vitk2_ug,folate_ug,vitb1_mg,vitb2_mg,vitb3_mg,vitb5_mg,vitb6_mg,vitb7_ug,vitb9_ug,vitc_mg,carotenoids_ug,servings_unit,source_file
BFP541,Cream horns,bfp_manual,408.23,23.12,3.42,33.55,7.12,0.6,20431.09,9293.54,1323.04,93.08,30.93,53.56,9.61,57.11,72.97,0.44,0.04,0.88,0.0,0.14,0.01,0.31,325.75,1.54,1.46,0.02,0.22,0.32,7.64,0.04,0.09,0.17,0.28,0.04,1.13,7.64,0.43,468.21,horn,BFP541.json
BFP542,Savoury cheese horns,bfp_manual,295.15,21.38,5.66,20.71,2.74,0.73,12370.11,5455.69,998.12,50.63,121.83,148.19,14.28,212.28,105.28,0.63,0.05,1.1,0.0,0.18,0.03,0.65,184.28,1.12,1.65,0.0,6.41,0.0,11.51,0.06,0.08,0.22,0.36,0.04,1.72,11.51,3.12,575.39,horn,BFP542.json
BFP544,Paneer patties,bfp_manual,338.58,22.79,7.6,23.96,4.04,1.18,13274.5,6249.09,2328.54,45.19,129.9,116.71,18.29,158.44,93.01,0.79,0.09,5.81,0.03,0.28,0.02,0.96,169.37,2.09,2.75,0.0,3.32,0.0,31.04,0.05,0.05,0.32,0.35,0.05,5.71,31.04,3.28,942.96,patty,BFP544.json
BFP545,Vegetable patties ,bfp_manual,261.92,20.98,4.01,17.74,1.49,2.62,9655.98,4517.93,1975.69,39.33,18.96,47.42,20.62,139.52,180.62,0.87,0.11,0.42,0.0,0.32,0.03,0.47,147.41,1.87,4.73,0.0,12.31,0.0,19.74,0.09,0.03,0.58,0.38,0.09,1.37,19.74,12.03,1829.45,patty,BFP545.json
BFP546,Pearl millet infant food (Bajra shishu aahaar),bfp_manual,362.44,62.1,11.98,6.62,26.06,7.84,1148.87,2155.52,2419.38,0.0,118.52,278.41,143.55,12.67,602.95,5.67,0.55,23.7,0.01,1.03,0.45,2.28,0.0,0.43,6.3,0.0,8.23,0.0,48.28,0.23,0.12,1.48,0.68,0.4,0.81,48.28,0.0,253.54,,BFP546.json
BFP547,Sajina,bfp_manual,345.26,66.87,10.81,3.03,25.89,7.62,507.67,537.17,1108.73,0.0,54.4,250.06,127.5,11.7,582.5,5.39,0.49,25.23,0.02,0.97,0.21,2.01,0.0,0.18,3.38,0.0,3.09,0.0,40.8,0.21,0.13,0.8,0.65,0.39,0.62,40.8,0.0,275.85,,BFP547.json
BFP548,Cereal mix ,bfp_manual,120.81,21.84,3.32,2.02,10.68,2.03,384.22,798.99,658.77,0.0,21.4,61.53,32.77,9.29,179.18,1.18,0.13,3.33,0.0,0.35,0.08,0.53,0.0,0.21,0.55,0.0,1.81,0.0,19.18,0.07,0.02,0.84,0.24,0.14,0.33,19.18,0.5,821.46,,BFP548.json
BFP549,Pulse mix,bfp_manual,83.29,16.0,3.16,0.54,6.59,2.25,58.09,81.3,252.23,0.0,14.93,61.34,28.72,3.88,151.35,1.29,0.13,9.04,0.0,0.43,0.04,0.61,0.0,0.04,1.21,0.0,0.32,0.0,18.17,0.07,0.03,0.36,0.24,0.09,0.19,18.17,0.0,119.34,,BFP549.json
BFP550,Shishu ahar,bfp_manual,93.37,17.42,2.61,1.43,6.61,1.02,243.98,514.53,436.56,0.0,13.78,41.56,23.11,2.68,82.43,1.02,0.07,0.29,0.0,0.27,0.04,0.33,0.0,0.24,0.21,0.0,0.61,0.0,13.0,0.05,0.02,0.57,0.14,0.09,0.63,13.0,0.0,10.1,,BFP550.json
BFP552,Cereal pulse mix with amylase rice flour,bfp_manual,151.57,27.8,4.27,2.74,8.84,3.47,331.61,516.24,1635.37,0.0,12.61,91.45,34.43,1.03,96.86,1.19,0.14,12.81,0.0,0.83,0.02,0.8,0.0,1.23,3.16,0.0,1.18,0.0,22.01,0.13,0.05,0.71,0.3,0.09,0.84,22.01,0.0,69.33,,BFP552.json
BFP553,Banana groundnut paste/puree,bfp_manual,213.19,36.15,4.27,5.45,31.67,1.7,1680.27,2208.71,1249.33,0.0,74.93,96.68,65.75,16.85,357.4,1.9,0.16,0.63,0.01,0.49,0.11,0.6,0.0,0.53,0.91,0.0,0.91,0.0,20.9,0.08,0.06,1.31,0.38,0.4,1.39,20.9,3.02,151.83,,BFP553.json
BFP554,Rice dal porridge (Chawal dal ki khichdi/khichri),bfp_manual,383.33,65.04,10.8,8.33,26.54,4.51,1734.27,3712.15,2466.53,0.0,50.46,198.16,100.09,12.33,465.8,2.76,0.41,6.17,0.01,0.95,0.32,1.45,0.0,0.93,1.77,0.0,1.93,0.0,35.6,0.23,0.06,3.46,0.66,0.37,0.69,35.6,0.0,102.77,,BFP554.json
BFP555,Lentils and semolina porridge (Dal suji porridge/daliya),bfp_manual,117.29,23.19,3.26,1.06,13.84,1.44,573.02,254.58,91.76,0.0,44.74,63.19,30.44,9.64,188.0,1.22,0.11,3.79,0.0,0.36,0.09,0.47,0.0,0.08,0.99,0.0,0.53,0.0,10.74,0.06,0.03,0.22,0.26,0.14,0.56,10.74,0.4,101.32,,BFP555.json
BFP556,Spinach khichri (Palak khichri/khichdi),bfp_manual,102.18,17.35,3.43,1.91,0.21,1.56,257.35,361.35,1153.24,0.0,10.43,60.07,23.26,69.59,170.86,0.65,0.14,4.51,0.0,0.29,0.07,0.42,0.0,0.94,0.19,0.0,22.68,0.0,18.74,0.07,0.03,0.59,0.25,0.06,0.38,18.74,2.02,695.11,,BFP556.json
BFP557,Vegetable mix,bfp_manual,174.21,36.02,4.7,0.94,27.36,1.93,463.25,177.23,165.23,2.2,90.06,114.21,68.98,34.94,527.2,2.27,0.16,5.8,0.01,0.48,0.17,0.65,5.6,0.21,0.55,0.0,35.59,0.0,36.84,0.09,0.08,0.49,0.47,0.3,1.59,36.84,8.48,2006.25,,BFP557.json
BFP558,Lentils and wheat porridge (Dal wheat porridge/daliya ),bfp_manual,52.54,8.36,2.71,0.94,0.92,1.28,491.51,216.03,55.68,0.0,26.28,41.45,10.67,62.79,94.87,0.52,0.06,3.11,0.0,0.06,0.05,0.2,0.0,0.05,0.12,0.0,0.49,0.0,6.65,0.03,0.03,0.12,0.16,0.02,0.39,6.65,0.35,71.6,,BFP558.json
BFP559,Maize porridge,bfp_manual,89.57,15.64,2.14,1.89,7.69,1.68,233.8,373.14,1107.69,0.0,17.02,46.79,31.35,5.59,140.18,1.11,0.1,3.07,0.0,0.24,0.04,0.43,0.0,0.84,3.08,0.0,19.6,0.0,14.11,0.06,0.02,0.34,0.12,0.11,0.39,14.11,1.78,678.19,,BFP559.json
BFP560,Spinach peanut burfi (Palak aur mungfali ki burfi),bfp_manual,105.37,13.59,3.36,4.39,11.5,2.07,924.58,1927.95,1329.58,0.0,40.95,54.41,56.97,19.52,331.67,1.61,0.18,1.23,0.01,0.64,0.05,0.53,0.0,0.98,0.85,0.0,135.68,0.0,68.63,0.13,0.05,1.32,0.2,0.09,1.89,68.63,12.62,3989.04,,BFP560.json
BFP561,Split bengal gram burfi/fudge (Channa dal burfi),bfp_manual,287.36,54.63,4.65,7.09,43.38,2.06,3705.35,1780.56,857.82,15.06,16.44,45.51,13.65,2.53,64.96,0.62,0.1,0.82,0.0,0.34,0.0,0.35,56.45,0.87,0.01,0.0,1.86,0.0,39.64,0.09,0.03,0.39,0.26,0.09,1.75,39.64,0.98,122.35,piece,BFP561.json
BFP563,Chickpea flour cookies (Sweet besan rounds/cookies),bfp_manual,207.01,39.64,4.29,3.42,30.66,2.56,1598.16,806.84,612.09,6.15,54.95,69.85,53.73,22.29,283.6,2.16,0.09,0.66,0.0,0.56,0.0,0.44,23.05,0.59,0.5,0.0,5.93,0.0,40.0,0.09,0.04,0.35,0.34,0.34,1.84,40.0,1.55,2402.1,piece,BFP563.json
BFP564,Pearl millet mathri (Bajra mathri),bfp_manual,785.08,7.42,1.82,83.12,0.16,1.36,11245.81,17198.65,50996.44,6.55,4.63,32.86,12.87,33.17,42.34,0.72,0.06,2.69,0.0,0.16,0.02,0.29,24.57,39.62,0.47,0.0,5.63,0.0,10.72,0.04,0.02,0.15,0.09,0.04,0.39,10.72,0.0,75.31,piece,BFP564.json
BFP565,Sesame biscuit (Til ke biscuit),bfp_manual,424.03,53.65,8.27,19.34,29.73,6.83,7901.51,5889.74,4005.82,28.19,298.06,390.18,151.07,182.26,373.54,5.73,0.46,22.86,0.01,1.65,0.17,2.55,105.67,0.98,15.57,0.0,18.74,0.0,37.52,0.22,0.07,1.62,0.46,0.44,1.06,37.52,0.0,328.27,biscuit,BFP565.json
BFP566,Fermented bengal gram vada (Khameerikrit/Ufna hua channa dal ka vada),bfp_manual,657.57,8.68,4.05,67.19,0.35,2.65,8077.97,13743.12,42453.15,0.0,20.5,63.67,36.88,63.87,267.47,1.38,0.15,6.54,0.01,0.42,0.03,0.63,0.0,32.98,0.9,0.0,50.21,0.0,43.03,0.07,0.03,0.36,0.42,0.06,0.78,43.03,4.39,1435.37,vada,BFP566.json
BFP568,Poshtik namak paras,bfp_manual,613.39,19.52,6.49,56.58,0.87,4.55,9755.68,12694.79,31364.78,14.3,60.74,130.17,61.0,44.01,203.84,2.03,0.24,11.86,0.0,0.99,0.05,1.15,53.6,23.93,4.86,0.0,38.8,0.0,47.22,0.18,0.06,1.45,0.38,0.14,1.56,47.22,2.93,1098.6,piece,BFP568.json
BFP569,Soya chikki,bfp_manual,423.7,62.89,7.18,15.51,45.47,3.55,8052.53,3834.54,1719.03,32.71,81.25,149.09,102.97,17.24,534.75,4.47,0.27,7.24,0.01,0.91,0.05,1.2,122.52,1.1,0.48,0.0,2.01,0.0,48.12,0.11,0.05,0.67,0.5,0.44,1.51,48.12,0.0,399.66,piece,BFP569.json
BFP570,Besan bathua chilla/cheela,bfp_manual,373.82,40.65,11.48,18.57,1.45,7.79,9987.05,4651.72,1968.96,40.83,64.75,183.83,70.42,166.36,274.89,2.68,0.27,19.19,0.0,1.8,0.04,1.61,153.03,1.93,4.63,0.0,40.64,0.0,80.83,0.3,0.19,1.51,0.77,0.26,3.25,80.83,6.81,989.88,cheela,BFP570.json
BFP571,Wheat flour and nuts ladoos (Atta nuts ladoos),bfp_manual,391.9,44.31,9.46,19.19,15.94,7.3,7707.38,6365.25,3664.81,25.45,127.29,249.13,124.38,8.07,338.21,4.01,0.44,24.3,0.01,1.7,0.18,2.23,95.38,1.39,10.94,0.0,8.28,0.0,36.14,0.28,0.09,2.82,0.57,0.3,0.88,36.14,0.0,328.79,ladoo,BFP571.json
BFP573,Gram flour and semolina dhokla (Besan suji dhokla),bfp_manual,198.91,25.92,8.52,7.1,2.58,4.59,1055.75,1443.33,4048.59,1.39,66.66,156.59,38.17,196.59,262.4,1.6,0.17,3.05,0.01,0.86,0.04,0.88,3.54,3.35,1.29,0.0,47.66,0.0,77.02,0.19,0.1,0.78,0.55,0.18,3.42,77.02,6.63,1451.54,piece,BFP573.json
BFP574,Atta dal burfi ,bfp_manual,298.8,40.64,6.66,12.47,21.08,4.08,6250.71,3703.59,1401.16,23.81,17.07,140.06,57.29,3.56,268.58,1.56,0.3,16.97,0.0,0.81,0.19,1.1,89.23,0.91,3.32,0.0,1.52,0.0,23.4,0.16,0.05,1.43,0.45,0.09,0.33,23.4,0.0,320.47,piece,BFP574.json
BFP575,Soya roti,bfp_manual,283.96,40.03,9.18,9.23,1.58,8.71,1155.56,1720.72,5491.29,0.02,53.42,241.62,114.51,155.93,481.32,3.85,0.42,32.68,0.01,2.24,0.02,2.11,0.0,4.04,8.07,0.0,89.43,0.0,71.35,0.32,0.14,1.66,0.7,0.22,2.48,71.35,8.02,2758.77,roti,BFP575.json
BFP576,Poshtik khichdi/khichri,bfp_manual,93.37,15.64,3.04,1.88,0.26,2.0,306.84,559.67,872.57,0.0,30.41,52.51,27.73,41.67,139.53,1.0,0.12,4.63,0.0,0.38,0.05,0.51,0.0,0.51,1.64,0.0,26.87,0.0,18.16,0.06,0.04,0.79,0.22,0.07,0.34,18.16,7.15,1932.25,plate,BFP576.json
BFP577,Namkeen daliya,bfp_manual,295.11,49.32,8.29,7.99,0.82,8.57,871.42,1471.48,4544.53,0.0,35.98,6.13,4.34,149.63,51.52,2.99,0.02,0.02,0.0,0.04,0.01,0.06,0.0,3.55,2.57,0.0,6.1,0.0,5.39,0.01,0.01,0.15,0.06,0.03,0.42,5.39,5.86,1279.71,plate,BFP577.json
BFP578,Sprouts upma ,bfp_manual,316.25,44.96,9.5,10.44,1.67,7.16,1497.31,2822.24,5520.69,0.0,36.78,112.94,44.1,147.82,248.98,2.76,0.37,7.48,0.01,1.41,0.12,1.66,0.0,3.9,7.34,0.0,5.42,0.0,27.93,0.24,0.05,1.61,0.6,0.11,0.42,27.93,0.51,527.19,plate,BFP578.json
BFP579,Semolina idli (Suji/Rava idli),bfp_manual,206.39,33.67,9.34,3.47,3.42,5.85,1054.87,1133.82,911.02,3.48,100.85,193.19,53.71,185.02,413.85,2.34,0.31,9.58,0.01,1.15,0.08,1.57,8.86,0.51,3.6,0.0,55.65,0.0,58.64,0.21,0.14,1.2,0.66,0.13,1.82,58.64,5.43,1831.94,idli,BFP579.json
BFP580,Poshtik chilla/cheela,bfp_manual,159.53,27.47,4.85,3.04,1.22,4.91,383.59,553.7,1811.44,0.0,18.18,138.23,55.64,97.18,150.74,2.1,0.21,22.06,0.0,1.27,0.02,1.25,0.0,1.25,5.64,0.0,3.62,0.0,16.31,0.19,0.07,1.06,0.41,0.12,0.47,16.31,0.81,276.08,cheela,BFP580.json
BFP583,Apple jelly (Seb ki jelly),bfp_manual,152.13,39.37,0.1,0.21,38.18,0.86,51.33,17.04,94.0,0.0,7.89,3.81,3.36,2.14,40.33,0.15,0.05,0.16,0.0,0.02,0.03,0.06,0.0,0.05,0.49,0.0,1.22,0.0,1.01,0.01,0.0,0.08,0.03,0.01,0.11,1.01,1.19,76.33,,BFP583.json
BFP585,Marmalade (Murabba),bfp_manual,143.76,37.64,0.23,0.04,37.29,0.43,12.37,6.42,15.88,0.0,9.84,4.63,4.35,2.16,56.33,0.34,0.05,0.06,0.0,0.01,0.0,0.05,0.0,0.01,0.11,0.0,0.83,0.0,6.49,0.02,0.01,0.09,0.07,0.01,0.96,6.49,14.24,225.0,,BFP585.json
BFP589,Plum squash (Aloo bukhara squash),bfp_manual,211.17,55.51,0.16,0.1,55.02,0.52,5.01,42.49,14.77,0.0,6.9,3.96,2.97,12.71,43.01,0.16,0.16,0.14,0.0,0.01,0.0,0.08,0.0,0.12,0.83,0.0,2.12,0.0,3.57,0.0,0.0,0.11,0.04,0.01,0.07,3.57,0.56,107.47,,BFP589.json
BFP595,Lemon green chilli pickle (Nimboo aur hari mirch ka achaar),bfp_manual,14.07,2.14,0.85,0.24,1.0,1.07,88.75,5.16,130.29,0.0,20.05,14.76,23.19,7559.38,138.0,0.55,0.04,0.64,0.0,0.04,0.0,0.13,0.0,0.04,0.5,0.0,3.07,0.0,7.93,0.03,0.02,0.21,0.11,0.08,0.1,7.93,36.87,218.43,,BFP595.json
BFP597,Brinjal pickle (Baingan ka achaar),bfp_manual,139.01,4.23,2.24,12.98,1.07,4.62,1477.95,7291.88,2951.45,0.0,37.28,62.11,40.36,3507.59,305.87,2.16,0.14,2.73,0.01,0.49,0.01,0.46,0.0,0.17,2.31,0.0,12.68,0.0,28.93,0.07,0.11,0.81,0.26,0.11,1.34,28.93,1.54,644.39,,BFP597.json
BFP598,Sweet and sour tomato pickle (Khatta meetha tamatar ka achaar),bfp_manual,60.88,6.55,1.26,3.24,4.31,2.2,370.92,1728.6,779.18,0.0,15.18,29.37,21.26,1281.94,203.12,0.54,0.07,1.15,0.0,0.31,0.0,0.2,0.0,0.22,10.48,0.0,24.39,0.0,16.34,0.05,0.04,0.58,0.2,0.1,1.01,16.34,20.93,6104.0,,BFP598.json
BFP599,Jhatpat achar with carrot (Jhatpat achaar gajar ke saath),bfp_manual,91.21,6.32,1.98,6.55,3.04,5.08,716.48,3409.14,1643.32,0.0,54.31,76.16,36.57,2067.33,341.4,2.32,0.12,3.28,0.01,0.56,0.01,0.51,0.0,0.3,2.84,0.0,17.59,0.0,24.64,0.06,0.05,0.56,0.29,0.14,1.32,24.64,5.18,8113.88,,BFP599.json
BFP601,Tomato chutney (Tamatar ki chutney),bfp_manual,176.07,31.85,0.97,6.01,30.02,1.49,691.45,3277.52,1318.43,0.0,25.34,21.47,17.52,823.65,157.35,0.96,0.1,0.02,0.0,0.24,0.0,0.23,0.0,0.13,6.56,0.0,14.96,0.0,10.87,0.03,0.03,0.47,0.14,0.08,0.77,10.87,14.29,3381.1,,BFP601.json
BFP602,Tomato ketchup,bfp_manual,33.07,6.48,0.91,0.3,4.68,1.9,56.86,49.55,133.96,0.0,15.33,18.37,14.66,177.97,172.57,0.36,0.06,0.15,0.0,0.3,0.0,0.16,0.0,0.2,10.16,0.0,21.83,0.0,15.85,0.04,0.02,0.48,0.19,0.08,1.16,15.85,21.64,4874.18,,BFP602.json
BFP604,Stuffed bittergourd (dry) (Bharwa karela),bfp_manual,217.65,2.49,1.29,22.38,0.07,3.0,2772.9,4548.07,14075.41,0.0,16.72,35.98,28.1,519.29,284.18,1.29,0.08,3.97,0.01,0.43,0.09,0.35,0.0,10.94,1.47,0.0,5.0,0.0,45.33,0.05,0.03,0.24,0.21,0.04,5.17,45.33,41.0,365.52,bowl,BFP604.json
BFP605,Cauliflower potato canjee,bfp_manual,16.79,2.63,0.57,0.39,0.13,0.69,33.63,170.8,110.5,0.0,6.78,16.29,7.81,35.58,117.27,0.28,0.02,0.72,0.0,0.07,0.0,0.1,0.0,0.02,0.38,0.0,1.57,0.0,6.81,0.02,0.01,0.22,0.11,0.03,0.42,6.81,7.35,48.99,glass,BFP605.json
BFP606,Creamed spinach,bfp_manual,96.91,4.44,5.18,6.39,1.59,1.33,3508.15,1762.64,478.59,59.6,122.3,124.22,51.53,156.02,385.36,1.89,0.11,6.92,0.02,0.61,0.01,0.7,71.53,1.0,0.33,0.11,169.03,1.89,83.11,0.11,0.12,0.23,0.44,0.11,5.38,83.11,16.12,5045.6,small bowl,BFP606.json
BFP607,Mango milkshake with ice cream (Aam milkshake ice cream ke saath),bfp_manual,68.35,9.18,1.93,2.8,9.11,0.23,1682.09,752.44,102.71,1.3,69.36,56.22,6.62,16.64,85.24,0.15,0.03,0.77,0.0,0.03,0.0,0.21,4.01,0.17,0.44,0.0,0.56,0.0,13.64,0.02,0.08,0.08,0.24,0.04,1.33,13.64,4.99,275.4,tall glass,BFP607.json
BFP608,Pineapple milkshake with ice cream (Ananas milkshake ice cream ke saath),bfp_manual,68.49,9.33,1.93,2.75,9.2,0.42,1668.1,740.34,92.8,1.3,68.78,56.51,6.54,16.65,85.12,0.12,0.03,0.56,0.0,0.16,0.0,0.2,4.01,0.19,0.02,0.0,0.28,0.0,6.13,0.03,0.07,0.07,0.24,0.04,1.27,6.13,5.39,118.02,tall glass,BFP608.json
BFP609,Orange milkshake with ice cream (Narangi milkshake ice cream ke saath),bfp_manual,67.82,9.15,1.95,2.75,9.0,0.16,1666.45,738.94,92.78,1.3,69.8,56.43,6.35,16.65,87.59,0.19,0.03,0.57,0.0,0.01,0.0,0.2,4.01,0.14,0.04,0.0,0.29,0.0,6.28,0.03,0.07,0.08,0.25,0.03,1.48,6.28,6.13,187.28,tall glass,BFP609.json
OSR001,Woodapple juice (Bel ka sharbat),open_source_recipes,34.18,6.51,0.63,0.7,5.75,1.03,170.91,113.37,278.01,0.0,11.85,16.69,5.23,127.45,71.86,0.12,0.04,0.48,0.0,0.06,0.0,0.07,0.0,0.02,5.48,0.0,1.62,0.0,1.61,0.01,0.0,0.11,0.05,0.04,0.32,1.61,5.23,34.66,glass,OSR001.json
OSR002,Sattu drink,open_source_recipes,23.38,5.16,0.56,0.14,3.96,0.4,12.29,22.96,64.89,0.0,1.59,8.56,3.17,12.65,25.27,0.17,0.03,1.34,0.0,0.04,0.0,0.1,0.0,0.0,0.05,0.0,0.04,0.0,4.77,0.01,0.0,0.05,0.04,0.0,0.02,4.77,0.0,26.68,glass,OSR002.json
OSR004,Apple and honey sorbet (Seb aur shehad ka sharbat),open_source_recipes,121.3,30.74,0.15,0.29,29.18,1.13,71.84,22.32,127.71,0.0,9.11,5.41,4.29,1.97,56.42,0.18,0.05,0.26,0.0,0.02,0.06,0.08,0.0,0.07,0.64,0.0,1.59,0.0,1.65,0.01,0.01,0.12,0.04,0.02,0.15,1.65,3.13,100.14,cup,OSR004.json
OSR005,Thandai,open_source_recipes,101.18,9.13,3.59,5.89,8.21,0.8,2265.01,1979.56,732.16,0.0,112.31,98.38,25.58,22.69,140.99,0.6,0.12,1.06,0.0,0.37,0.01,0.48,0.0,0.76,0.54,0.0,1.37,0.0,7.18,0.05,0.09,0.23,0.28,0.04,1.58,7.18,1.44,152.88,glass,OSR005.json
OSR006,Cucumber sharbat (Kheere ka sharbat),open_source_recipes,27.28,6.64,0.26,0.06,5.46,0.78,23.42,3.86,24.79,0.0,6.49,10.39,7.54,2.57,67.04,0.18,0.02,0.06,0.0,0.03,0.0,0.07,0.0,0.01,0.46,0.0,2.99,0.0,6.15,0.01,0.0,0.13,0.16,0.02,1.03,6.15,2.23,62.41,glass,OSR006.json
OSR007,Apple oats chia seed smoothie,open_source_recipes,85.64,13.07,3.49,2.48,5.76,1.44,924.65,688.17,691.89,4.32,88.89,111.2,23.55,32.02,169.25,0.5,0.05,1.43,0.0,0.38,0.13,0.57,10.91,0.1,0.19,0.0,0.56,0.0,11.36,0.14,0.11,0.22,0.28,0.08,2.83,11.36,0.86,44.87,glass,OSR007.json
OSR008,Nannari sharbat,open_source_recipes,88.79,23.62,0.01,0.01,23.58,0.0,3.16,0.43,4.51,0.0,2.67,0.45,0.61,1.16,3.35,0.05,0.03,0.01,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.02,0.21,0.89,0.83,cup,OSR008.json
OSR009,Semolina milk drink (Thari kanji),open_source_recipes,44.16,6.93,0.98,1.36,3.88,0.72,406.45,655.71,194.4,0.93,8.26,23.98,11.57,11.95,84.57,0.36,0.09,0.74,0.0,0.16,0.01,0.25,3.5,0.1,0.41,0.0,0.33,0.0,4.5,0.03,0.02,0.16,0.09,0.04,0.3,4.5,2.5,184.48,cup,OSR009.json
OSR010,Saffron milk (Kesariya doodh),open_source_recipes,102.18,12.64,3.17,4.57,12.5,0.14,2511.5,1393.49,240.75,0.0,110.88,92.72,10.54,23.69,114.64,0.21,0.05,0.94,0.0,0.08,0.01,0.34,0.0,0.46,0.08,0.0,0.12,0.0,6.84,0.03,0.1,0.1,0.32,0.04,1.87,6.84,1.84,184.86,glass,OSR010.json
OSR011,Black rice kheer (Chak-hao kheer),open_source_recipes,147.94,22.93,4.37,4.91,12.57,0.76,2229.41,936.06,106.79,0.0,94.89,74.58,6.8,25.77,104.34,0.46,0.03,0.74,0.0,0.04,0.0,0.27,0.0,0.17,0.04,0.0,0.01,0.0,5.42,0.02,0.08,0.06,0.26,0.03,1.53,5.42,1.55,154.39,bowl,OSR011.json
OSR012,Coconut kheer (Nariyal ki kheer),open_source_recipes,162.61,14.42,3.4,10.55,13.73,1.53,5162.74,2272.01,551.85,3.22,89.52,83.39,23.26,45.97,188.16,0.53,0.1,0.7,0.0,0.18,0.01,0.38,12.11,1.15,0.08,0.0,2.39,0.0,7.59,0.03,0.1,0.2,0.25,0.04,1.31,7.59,1.88,151.07,bowl,OSR012.json
OSR013,Apple sago payasam (Seb aur sabudana ki kheer),open_source_recipes,136.5,14.4,3.13,7.66,10.63,0.38,4006.92,2525.72,506.1,10.85,102.11,93.9,16.81,39.45,129.65,0.31,0.07,1.14,0.0,0.12,0.07,0.42,40.82,0.61,0.23,0.0,0.38,0.0,6.48,0.04,0.12,0.15,0.32,0.04,1.62,6.48,1.78,188.51,bowl,OSR013.json
OSR014,Kesari bath,open_source_recipes,244.57,31.38,2.4,12.59,20.16,1.65,6871.24,3797.93,802.88,27.84,7.7,34.68,16.01,1.7,65.68,0.69,0.17,2.13,0.0,0.37,0.0,0.52,104.34,0.73,1.41,0.0,0.25,0.0,4.84,0.06,0.01,0.21,0.16,0.02,0.15,4.84,0.0,254.83,bowl,OSR014.json
OSR015,Putharekulu,open_source_recipes,318.3,59.61,3.66,7.55,23.86,1.75,4437.94,1961.99,441.87,18.39,6.11,65.64,12.93,2.67,67.48,0.38,0.15,0.56,0.0,0.37,0.03,0.53,68.93,0.47,0.0,0.0,0.7,0.0,4.56,0.08,0.03,1.17,0.26,0.1,0.14,4.56,0.0,161.21,roll,OSR015.json
OSR016,Mango malpua,open_source_recipes,334.64,12.84,1.65,30.67,4.96,2.08,18192.95,7988.43,1563.92,75.21,10.64,46.06,20.34,1.89,89.28,0.7,0.1,7.22,0.01,0.45,0.0,0.43,281.8,1.99,2.76,0.0,1.84,0.0,28.17,0.06,0.03,0.38,0.15,0.07,0.62,28.17,9.68,1024.54,piece,OSR016.json
OSR017,Mango vanilla custard,open_source_recipes,147.63,18.41,3.43,7.04,14.62,0.99,2845.3,2757.99,828.29,0.35,84.86,93.6,25.11,30.12,160.49,0.58,0.14,1.55,0.01,0.18,0.01,0.47,0.89,1.82,0.84,0.0,1.8,0.0,24.2,0.06,0.08,0.24,0.28,0.08,2.04,24.2,7.9,421.67,glass,OSR017.json
OSR018,Kiwi granola pudding,open_source_recipes,280.99,32.33,5.6,15.36,15.08,3.71,5668.31,3679.38,1527.59,20.27,62.2,128.82,36.13,59.21,274.53,1.45,0.17,3.75,0.0,0.79,0.01,0.81,40.19,1.02,0.24,0.38,0.67,0.0,39.53,0.37,0.43,1.81,0.36,0.1,3.03,39.53,12.47,22.35,bowl,OSR018.json
OSR019,Oats burfi,open_source_recipes,425.19,62.47,8.89,17.27,32.93,4.96,5110.56,7837.72,3258.64,10.33,128.58,276.19,96.12,8.15,314.78,2.46,0.34,7.34,0.02,2.0,0.04,1.73,38.26,3.71,0.4,0.0,1.07,0.0,29.56,0.47,0.07,0.85,0.44,0.16,10.74,29.56,0.09,103.88,piece,OSR019.json
OSR020,Lotus seed halwa (Kamal gattay ka halwa),open_source_recipes,370.55,39.56,7.79,20.69,9.8,0.42,11042.29,6003.61,1817.66,45.24,82.84,304.33,105.76,3.06,658.52,1.8,0.21,0.2,0.0,1.14,0.0,0.6,169.56,2.04,0.06,0.0,0.41,0.0,49.4,0.31,0.08,0.83,0.41,0.3,0.19,49.4,0.02,348.85,piece,OSR020.json
OSR021,Amaranth ladoo (Rajgira ladoo),open_source_recipes,454.15,51.33,10.12,22.7,19.92,5.11,9148.4,8187.25,3255.18,33.64,144.58,262.35,231.95,7.51,414.93,6.47,0.56,9.08,0.65,3.23,0.01,1.88,126.07,3.67,31.25,0.0,1.85,0.0,21.69,0.05,0.05,0.64,0.26,0.44,1.4,21.69,0.08,324.04,ladoo,OSR021.json
OSR022,Chhena poda,open_source_recipes,344.57,33.64,13.68,17.94,30.65,1.4,6796.85,8023.86,1949.4,3.31,295.29,264.21,65.71,13.0,150.27,1.41,0.35,14.34,0.06,0.5,0.02,2.27,12.42,2.3,0.6,0.0,0.83,0.0,57.47,0.07,0.08,0.47,0.45,0.05,12.27,57.47,0.13,143.72,slice,OSR022.json
